year, month, day, lon, lat, dep, mag, isslab
1942, 4, 27, 172.2700, -41.6300, 12.0000, 4.017, 0
1942, 5, 7, 176.2000, -38.2000, 25.0000, 4.500, 0
1942, 5, 21, 176.2000, -38.2000, 25.0000, 4.500, 0
1942, 6, 3, 174.9300, -41.8000, 12.0000, 3.813, 0
1942, 6, 8, 174.5000, -41.5000, 12.0000, 3.711, 0
1942, 6, 9, 173.1400, -40.7800, 12.0000, 3.780, 0
1942, 6, 11, 176.2800, -40.1800, 12.0000, 3.750, 0
1942, 6, 11, 176.2900, -38.9900, 33.0000, 4.459, 0
1942, 6, 13, 180.2000, -36.4900, 12.0000, 4.680, 0
1942, 6, 13, 175.0300, -41.2400, 12.0000, 3.507, 0
1942, 6, 13, 172.5000, -41.0000, 25.0000, 4.500, 0
1942, 6, 15, 178.0000, -35.0000, 12.0000, 5.037, 0
1942, 6, 24, 175.5978, -41.0355, 12.0000, 5.062, 0
1942, 6, 24, 175.6881, -40.9594, 12.0000, 7.050, 0
1942, 7, 6, 172.9500, -41.7200, 12.0000, 3.643, 0
1942, 7, 8, 173.7600, -40.1000, 12.0000, 3.915, 0
1942, 7, 12, 173.6400, -41.5000, 12.0000, 4.272, 0
1942, 7, 14, 175.3000, -39.0300, 12.0000, 4.500, 0
1942, 7, 24, 172.0700, -42.1100, 12.0000, 3.949, 0
1942, 7, 29, 177.8100, -39.2000, 12.0000, 4.323, 0
1942, 8, 1, 176.1000, -40.5000, 15.0000, 5.600, 0
1942, 8, 21, 173.5500, -40.3000, 12.0000, 4.476, 0
1942, 8, 22, 173.9200, -41.4400, 12.0000, 4.150, 0
1942, 8, 28, 175.2900, -38.7600, 12.0000, 4.187, 0
1942, 9, 2, 172.8400, -41.7100, 12.0000, 3.949, 0
1942, 9, 4, 177.2200, -34.3000, 12.0000, 6.085, 0
1942, 9, 20, 174.7000, -40.1000, 12.0000, 3.966, 0
1942, 9, 20, 174.7000, -40.1000, 12.0000, 4.859, 0
1942, 10, 5, 177.1000, -39.7000, 12.0000, 3.900, 0
1942, 10, 9, 176.5000, -38.0000, 25.0000, 4.500, 0
1942, 10, 17, 172.1000, -41.4000, 33.0000, 4.400, 0
1942, 10, 20, 177.0000, -39.2000, 33.0000, 4.900, 0
1942, 10, 27, 175.4000, -39.8000, 33.0000, 4.200, 0
1942, 10, 30, 168.0000, -44.5000, 25.0000, 4.500, 0
1942, 10, 31, 173.1000, -41.9000, 12.0000, 3.700, 0
1942, 11, 1, 167.1000, -45.2000, 33.0000, 4.600, 0
1942, 11, 7, 174.5000, -41.0000, 10.0000, 3.800, 0
1942, 11, 7, 177.2000, -40.3000, 33.0000, 4.200, 1
1942, 11, 8, 178.3000, -38.7000, 25.0000, 3.700, 1
1942, 11, 14, 174.5000, -40.7000, 25.0000, 3.800, 0
1942, 11, 26, 172.1000, -41.2000, 33.0000, 4.400, 0
1942, 11, 30, 176.5000, -39.7000, 10.0000, 3.700, 0
1942, 12, 2, 174.7000, -39.3000, 33.0000, 4.200, 0
1942, 12, 2, 176.6000, -39.8000, 12.0000, 3.700, 0
1942, 12, 5, 173.2000, -42.2000, 33.0000, 4.200, 0
1942, 12, 11, 177.8000, -39.4000, 33.0000, 4.300, 1
1942, 12, 11, 172.5000, -41.8000, 12.0000, 4.000, 0
1942, 12, 12, 177.8000, -37.2000, 33.0000, 4.300, 0
1942, 12, 12, 177.4000, -37.4000, 12.0000, 5.000, 0
1942, 12, 18, 172.8000, -41.5000, 33.0000, 3.800, 0
1942, 12, 28, 175.0000, -39.2000, 33.0000, 4.000, 0
1943, 1, 3, 178.0000, -37.8000, 12.0000, 3.711, 0
1943, 1, 3, 173.6400, -40.1000, 12.0000, 3.966, 0
1943, 1, 4, 175.5800, -39.7500, 12.0000, 4.323, 0
1943, 1, 9, 175.8300, -38.6000, 12.0000, 3.303, 0
1943, 1, 11, 177.7000, -39.0000, 12.0000, 3.600, 0
