year, month, day, lon, lat, dep, mag, isslab
1974, 10, 16, 167.3000, -45.9600, 105.0000, 3.590, 1
1974, 10, 18, 172.6200, -41.2800, 219.0000, 3.217, 1
1974, 10, 19, 177.2200, -37.3500, 177.0000, 3.915, 1
1974, 10, 23, 167.7500, -44.9500, 110.0000, 3.706, 1
1974, 10, 29, 178.5400, -36.3300, 202.0000, 3.405, 1
1974, 10, 31, 176.2900, -37.5300, 216.0000, 3.361, 1
1974, 11, 2, 176.3000, -38.1400, 153.0000, 3.224, 1
1974, 11, 5, 167.6700, -45.0500, 121.0000, 3.340, 1
1974, 11, 6, 174.1800, -40.6000, 119.0000, 3.616, 1
1974, 11, 9, 174.0500, -39.7000, 184.0000, 3.368, 1
1974, 11, 10, 175.7600, -38.2000, 203.0000, 3.251, 1
1974, 11, 12, 176.0800, -38.3300, 180.0000, 3.135, 1
1974, 11, 17, 178.1900, -37.6300, 62.0000, 3.571, 1
1974, 11, 24, 168.1300, -44.4600, 118.0000, 3.534, 1
1974, 11, 25, 178.0700, -35.8900, 247.0000, 3.298, 1
1974, 12, 1, 175.8900, -38.5000, 164.0000, 3.894, 1
1974, 12, 2, 176.3000, -37.8500, 207.0000, 3.037, 1
1974, 12, 7, 177.3700, -36.8300, 252.0000, 3.453, 1
1974, 12, 7, 179.5300, -36.2400, 164.0000, 4.797, 1
1974, 12, 8, 173.6000, -39.9100, 153.0000, 3.601, 1
1974, 12, 9, 174.0500, -40.5100, 113.0000, 3.435, 1
1974, 12, 13, 177.9200, -36.3700, 245.0000, 3.876, 1
1974, 12, 15, 175.6200, -37.8500, 291.0000, 3.171, 1
1974, 12, 25, 177.4100, -37.2400, 192.0000, 3.685, 1
1974, 12, 29, 173.4500, -39.4200, 74.0000, 3.368, 0
1974, 12, 29, 174.3900, -40.2300, 87.0000, 3.242, 1
1975, 1, 4, 174.6700, -40.7700, 63.9000, 5.485, 1
1975, 1, 6, 174.3900, -40.2300, 109.0000, 3.368, 1
1975, 1, 10, 167.5100, -45.0000, 119.0000, 3.696, 1
1975, 1, 11, 178.3100, -34.7200, 300.0000, 3.840, 1
1975, 1, 12, 176.7900, -37.1600, 257.0000, 3.437, 1
1975, 1, 15, 178.7000, -35.5100, 323.0000, 3.539, 1
1975, 1, 19, 176.8400, -37.7800, 167.0000, 3.385, 1
1975, 1, 21, 174.1100, -39.7000, 139.0000, 3.475, 1
1975, 1, 23, 176.4200, -37.6200, 220.0000, 3.888, 1
1975, 1, 23, 174.4100, -39.8400, 123.0000, 3.135, 1
1975, 2, 11, 176.3100, -38.0900, 169.0000, 4.424, 1
1975, 2, 11, 167.5200, -45.3900, 119.0000, 3.686, 1
1975, 2, 16, 177.5600, -36.7200, 236.0000, 3.602, 1
1975, 2, 16, 167.7300, -45.0300, 134.0000, 4.367, 1
1975, 2, 21, 177.0000, -37.2000, 297.0000, 3.420, 1
1975, 2, 24, 176.2400, -38.1900, 168.0000, 3.203, 1
1975, 2, 25, 166.8400, -45.6300, 84.0000, 3.328, 1
1975, 3, 1, 176.8600, -37.1000, 240.0000, 3.269, 1
1975, 3, 2, 179.9400, -36.6800, 176.0000, 3.744, 1
1975, 3, 4, 176.5600, -37.9000, 168.0000, 3.251, 1
1975, 3, 5, 175.7800, -38.3400, 189.0000, 3.611, 1
1975, 3, 17, 174.1500, -39.6800, 185.0000, 3.655, 1
1975, 3, 26, 178.4600, -35.0500, 318.0000, 4.197, 1
1975, 4, 1, 167.1900, -45.6200, 82.0000, 3.523, 1
1975, 4, 2, 175.0300, -40.5800, 82.0000, 3.611, 1
1975, 4, 5, 174.2400, -39.7300, 187.0000, 3.494, 1
1975, 4, 6, 177.1800, -37.4300, 137.0000, 3.192, 1
1975, 4, 7, 174.0600, -40.2500, 104.0000, 3.879, 1
1975, 4, 9, 173.1100, -41.5500, 120.0000, 3.886, 1
1975, 4, 13, 177.2400, -37.8200, 148.0000, 3.602, 1
1975, 4, 16, 177.8800, -36.4600, 209.0000, 3.215, 1
1975, 4, 19, 173.4800, -40.2900, 209.0000, 3.479, 1
1975, 4, 20, 176.8200, -37.2000, 228.0000, 4.581, 1
1975, 4, 22, 177.1500, -36.8800, 257.0000, 4.261, 1
1975, 4, 26, 177.7700, -38.1000, 75.0000, 3.118, 1
1975, 4, 29, 175.8400, -39.0000, 131.0000, 5.203, 1
1975, 5, 2, 176.8300, -40.0200, 115.0000, 3.754, 1
1975, 5, 3, 178.8600, -37.9600, 114.0000, 3.046, 1
1975, 5, 4, 177.6500, -34.9600, 353.0000, 3.765, 1
1975, 5, 9, 174.6000, -41.3400, 73.0000, 3.939, 1
1975, 5, 10, 176.6200, -38.8400, 81.0000, 3.269, 1
1975, 5, 12, 176.1200, -38.5200, 147.0000, 3.207, 1
1975, 5, 13, 176.2900, -39.1300, 88.0000, 3.431, 1
1975, 5, 15, 176.6200, -37.6100, 195.0000, 4.371, 1
1975, 5, 17, 167.5000, -45.8000, 160.0000, 3.833, 1
1975, 5, 17, 173.5700, -41.0100, 92.0000, 3.205, 1
1975, 5, 19, 174.4500, -39.4000, 213.0000, 3.322, 1
1975, 5, 24, 176.0300, -38.4900, 156.0000, 4.706, 1
1975, 6, 1, 177.5200, -37.4000, 105.0000, 3.604, 1
1975, 6, 5, 177.7800, -35.9600, 285.0000, 3.447, 1
1975, 6, 10, 176.0700, -40.3100, 51.0000, 5.600, 1
1975, 6, 16, 179.6700, -35.6300, 247.0000, 3.512, 1
1975, 6, 17, 176.6000, -38.1000, 154.0000, 3.416, 1
1975, 6, 18, 167.5100, -45.1200, 91.0000, 3.488, 1
1975, 6, 18, 176.4500, -39.1600, 103.0000, 4.391, 1
1975, 6, 21, 178.6500, -35.1900, 328.0000, 3.425, 1
1975, 6, 21, 177.9500, -38.9300, 49.0000, 3.441, 1
1975, 6, 21, 173.1600, -40.9400, 156.0000, 4.238, 1
1975, 6, 23, 177.4800, -37.3000, 143.0000, 3.894, 1
1975, 6, 27, 177.1100, -37.8300, 132.0000, 3.172, 1
1975, 6, 27, 174.3500, -40.0700, 113.0000, 3.871, 1
1975, 7, 2, 177.5100, -37.8600, 73.0000, 3.258, 1
1975, 7, 2, 176.0100, -37.8600, 264.0000, 3.311, 1
1975, 7, 3, 167.5500, -44.8400, 100.0000, 3.986, 1
1975, 7, 3, 175.9600, -38.4700, 178.0000, 4.811, 1
1975, 7, 8, 177.8000, -36.5800, 296.0000, 3.351, 1
1975, 7, 21, 177.5400, -36.8900, 178.0000, 4.505, 1
1975, 7, 22, 178.4800, -35.9300, 249.0000, 3.381, 1
1975, 7, 27, 175.1000, -39.1900, 42.0000, 3.196, 0
1975, 7, 31, 178.1400, -36.4500, 133.0000, 3.517, 1
1975, 7, 31, 174.1000, -39.8500, 118.0000, 3.500, 1
1975, 8, 7, 180.2500, -36.7100, 188.0000, 3.812, 1
1975, 8, 11, 179.8500, -35.7900, 294.0000, 3.503, 1
1975, 8, 14, 177.1700, -37.8300, 105.0000, 3.556, 1
1975, 8, 14, 176.1900, -39.3100, 101.0000, 4.960, 1
1975, 8, 16, 179.0500, -35.3200, 291.0000, 3.564, 1
1975, 8, 18, 175.8300, -38.6800, 152.0000, 5.044, 1
1975, 8, 21, 175.0300, -39.8500, 89.0000, 3.248, 1
1975, 8, 26, 177.5600, -36.2300, 266.0000, 3.166, 1
1975, 8, 27, 167.1900, -45.5400, 79.0000, 3.754, 0
1975, 9, 7, 178.4400, -38.2800, 70.0000, 3.036, 1
1975, 9, 8, 175.3900, -39.1600, 136.0000, 3.217, 1
1975, 9, 11, 177.3700, -37.4900, 132.0000, 3.140, 1
1975, 9, 18, 175.0400, -39.0100, 216.0000, 4.371, 1
1975, 9, 23, 174.5300, -39.8100, 149.0000, 3.248, 1
1975, 9, 29, 167.7300, -45.0400, 97.0000, 3.459, 1
1975, 9, 30, 177.1800, -37.5400, 178.0000, 3.281, 1
1975, 10, 2, 174.3500, -39.5200, 235.0000, 3.100, 1
1975, 10, 2, 176.8200, -37.3600, 205.0000, 4.568, 1
1975, 10, 4, 173.5600, -40.3500, 204.0000, 3.219, 1
1975, 10, 5, 174.8900, -40.2200, 73.0000, 3.166, 1
1975, 10, 10, 176.3700, -37.9100, 170.0000, 3.912, 1
1975, 10, 15, 175.1800, -38.7800, 230.0000, 3.958, 1
1975, 10, 16, 174.1900, -39.4600, 227.0000, 3.222, 1
1975, 10, 19, 178.8000, -35.6600, 281.0000, 3.671, 1
1975, 10, 21, 177.7200, -36.2600, 291.0000, 3.012, 1
1975, 10, 24, 173.5400, -40.5300, 152.0000, 3.080, 1
1975, 10, 24, 177.8600, -38.3800, 78.0000, 3.379, 1
1975, 10, 26, 167.6300, -45.1400, 151.0000, 4.558, 1
1975, 10, 29, 178.7200, -37.9000, 104.0000, 3.470, 1
1975, 10, 30, 178.5400, -38.3400, 83.0000, 3.456, 1
1975, 11, 1, 177.9000, -37.8900, 128.0000, 4.186, 1
1975, 11, 2, 177.1800, -37.4600, 170.0000, 4.097, 1
1975, 11, 12, 172.6400, -41.2700, 223.0000, 3.225, 1
1975, 11, 18, 176.3100, -37.8700, 166.0000, 4.206, 1
1975, 11, 20, 174.8600, -39.6300, 89.0000, 3.434, 1
1975, 11, 21, 172.8600, -41.0100, 211.0000, 3.675, 1
1975, 12, 2, 174.9600, -39.1300, 224.0000, 3.018, 1
1975, 12, 8, 176.0800, -40.4600, 70.0000, 3.712, 1
1975, 12, 9, 178.4800, -35.7900, 262.0000, 3.744, 1
1975, 12, 10, 178.3000, -36.3000, 149.0000, 3.168, 1
1975, 12, 16, 176.8000, -38.3000, 117.0000, 3.548, 1
1975, 12, 20, 173.6600, -40.1700, 144.0000, 3.188, 1
1975, 12, 22, 174.1000, -39.8700, 79.0000, 3.123, 0
1975, 12, 23, 168.2900, -44.6100, 84.0000, 3.078, 1
1975, 12, 31, 177.6000, -38.3400, 60.0000, 3.383, 1
1976, 1, 9, 176.5500, -38.4600, 139.0000, 4.379, 1
1976, 1, 18, 178.7400, -36.7400, 158.0000, 4.450, 1
1976, 1, 21, 177.1900, -37.4300, 160.0000, 3.396, 1
1976, 1, 22, 178.2900, -36.9600, 101.0000, 5.045, 1
1976, 1, 22, 176.7800, -39.9900, 41.0000, 3.532, 1
1976, 1, 24, 176.7300, -36.8900, 290.0000, 3.162, 1
1976, 1, 30, 175.0200, -39.0000, 203.0000, 3.825, 1
1976, 1, 31, 176.4800, -37.4400, 220.0000, 3.259, 1
1976, 2, 11, 175.2500, -39.0000, 146.0000, 3.669, 1
1976, 2, 21, 177.5900, -37.2700, 189.0000, 3.458, 1
1976, 2, 29, 177.5800, -37.3600, 159.0000, 3.337, 1
1976, 3, 1, 167.0400, -45.4800, 80.0000, 3.371, 1
1976, 3, 1, 174.3400, -41.3100, 90.0000, 3.813, 1
1976, 3, 2, 177.5400, -38.0800, 102.0000, 3.666, 1
1976, 3, 6, 176.7000, -37.3400, 292.0000, 3.590, 1
1976, 3, 7, 178.1600, -36.1000, 269.0000, 3.502, 1
1976, 3, 13, 177.9200, -35.7100, 203.0000, 3.731, 1
1976, 3, 16, 179.3300, -35.8200, 147.0000, 3.465, 1
1976, 3, 17, 167.1700, -45.9200, 130.0000, 3.723, 1
1976, 3, 17, 172.8300, -41.0200, 230.0000, 3.259, 1
1976, 3, 17, 177.0400, -37.8100, 157.0000, 3.099, 1
1976, 3, 21, 173.6600, -40.2500, 172.0000, 3.533, 1
1976, 3, 22, 176.3200, -37.9700, 163.0000, 3.093, 1
1976, 3, 23, 179.0400, -35.2000, 236.0000, 3.158, 1
1976, 3, 25, 175.4800, -39.2400, 116.0000, 3.213, 1
1976, 3, 26, 173.6400, -39.9800, 141.0000, 3.292, 1
1976, 3, 28, 176.1300, -38.0400, 198.0000, 3.059, 1
1976, 3, 30, 176.8500, -37.8400, 140.0000, 3.793, 1
1976, 4, 3, 174.6500, -41.5300, 57.0000, 3.416, 1
1976, 4, 4, 178.5000, -37.5600, 69.0000, 3.458, 1
1976, 4, 5, 173.9200, -39.8700, 233.0000, 3.116, 1
1976, 4, 5, 177.7000, -39.2900, 60.0000, 4.021, 1
1976, 4, 6, 177.3900, -36.8200, 248.0000, 3.617, 1
1976, 4, 12, 176.2700, -39.1300, 73.0000, 3.689, 1
1976, 4, 13, 179.5300, -37.1800, 163.0000, 3.541, 1
1976, 4, 20, 177.3100, -37.5700, 154.0000, 3.536, 1
1976, 4, 21, 176.5900, -37.8600, 307.0000, 4.121, 1
1976, 4, 21, 177.4500, -37.8400, 59.0000, 3.340, 0
1976, 4, 22, 167.4500, -45.0600, 105.0000, 3.730, 1
1976, 4, 24, 174.2100, -39.7000, 209.0000, 3.127, 1
1976, 4, 25, 176.6600, -39.1300, 74.0000, 3.783, 1
1976, 4, 26, 178.5900, -37.6300, 109.0000, 3.366, 1
1976, 4, 27, 176.5500, -38.0900, 154.0000, 3.896, 1
1976, 5, 2, 179.1500, -35.9200, 278.0000, 3.247, 1
1976, 5, 13, 177.5700, -36.8500, 303.0000, 3.493, 1
1976, 5, 14, 176.3900, -37.7000, 221.0000, 3.326, 1
1976, 5, 15, 177.2500, -37.2100, 180.0000, 5.560, 1
1976, 5, 15, 172.5900, -41.3900, 203.0000, 3.561, 1
1976, 5, 16, 176.1300, -38.0600, 192.0000, 3.342, 1
1976, 5, 19, 174.1300, -39.9200, 154.0000, 4.391, 1
1976, 5, 19, 166.8200, -45.9800, 83.0000, 3.736, 1
1976, 5, 19, 174.8300, -39.6700, 96.0000, 3.570, 1
1976, 5, 20, 178.4700, -35.2300, 324.0000, 3.554, 1
1976, 5, 26, 178.5900, -35.1000, 286.0000, 3.391, 1
1976, 5, 28, 176.1700, -39.0600, 88.0000, 3.627, 1
1976, 5, 28, 176.3000, -37.6600, 213.0000, 4.097, 1
1976, 5, 29, 178.3200, -38.8200, 66.0000, 4.644, 1
1976, 5, 29, 176.5400, -37.9600, 203.0000, 3.188, 1
1976, 6, 4, 179.7700, -35.6400, 237.0000, 3.556, 1
1976, 6, 5, 175.5800, -38.5300, 198.0000, 3.884, 1
1976, 6, 7, 174.6500, -39.1100, 193.0000, 3.143, 1
1976, 6, 9, 177.9600, -36.0000, 114.0000, 3.668, 1
1976, 6, 10, 167.6500, -45.0700, 113.0000, 3.658, 1
1976, 6, 10, 174.2400, -39.4600, 251.0000, 4.229, 1
1976, 6, 15, 172.8600, -41.2300, 155.0000, 3.641, 1
1976, 6, 24, 177.3100, -36.5400, 256.0000, 3.129, 1
1976, 7, 5, 176.0700, -38.3900, 167.0000, 3.837, 1
1976, 7, 7, 175.6700, -38.8400, 120.0000, 3.827, 1
1976, 7, 11, 175.1500, -39.1700, 158.0000, 3.170, 1
1976, 7, 16, 175.5900, -38.9600, 122.0000, 3.380, 1
1976, 7, 19, 173.6200, -40.3700, 200.0000, 3.199, 1
1976, 7, 19, 178.1300, -35.5700, 265.0000, 3.754, 1
1976, 7, 23, 172.8800, -41.4500, 120.0000, 4.295, 1
1976, 7, 26, 174.1900, -39.5800, 186.0000, 4.621, 1
1976, 8, 12, 179.4500, -36.0500, 212.0000, 4.099, 1
1976, 8, 22, 177.1500, -37.8600, 213.0000, 3.164, 1
1976, 8, 28, 174.8100, -39.1800, 218.0000, 3.018, 1
1976, 8, 29, 176.2900, -37.2600, 281.0000, 3.378, 1
1976, 8, 30, 175.6300, -39.5100, 81.0000, 3.563, 1
1976, 9, 1, 176.1900, -38.2800, 155.0000, 3.706, 1
1976, 9, 1, 178.5200, -35.3300, 260.0000, 3.731, 1
1976, 9, 2, 178.2700, -37.7200, 65.0000, 3.665, 1
1976, 9, 6, 173.6600, -40.2300, 168.0000, 3.523, 1
1976, 9, 14, 172.8200, -41.9700, 92.0000, 3.950, 1
1976, 9, 18, 167.6100, -44.9500, 83.0000, 4.119, 1
1976, 9, 19, 176.0000, -38.3600, 180.0000, 3.225, 1
1976, 9, 19, 167.2100, -45.5100, 84.0000, 3.414, 1
1976, 9, 20, 175.4100, -38.7200, 203.0000, 3.418, 1
1976, 9, 23, 176.0200, -39.0700, 87.0000, 3.672, 1
1976, 9, 23, 173.5000, -40.4100, 203.0000, 3.527, 1
1976, 9, 24, 176.1300, -38.8500, 114.0000, 3.951, 1
1976, 9, 28, 176.0500, -37.5500, 300.0000, 3.037, 1
1976, 9, 28, 177.3200, -36.5500, 229.0000, 3.024, 1
1976, 10, 8, 176.4100, -38.0500, 209.0000, 3.513, 1
1976, 10, 11, 174.2200, -40.2200, 100.0000, 3.201, 1
1976, 10, 12, 176.2900, -37.6300, 303.0000, 3.562, 1
1976, 10, 16, 174.4500, -40.0800, 97.0000, 3.575, 1
1976, 10, 16, 167.0400, -45.3700, 66.0000, 3.677, 1
1976, 10, 22, 176.9000, -38.4000, 46.0000, 3.486, 0
1976, 10, 22, 167.6200, -45.0700, 126.0000, 3.287, 1
1976, 10, 28, 177.6100, -36.4800, 206.0000, 3.446, 1
1976, 10, 28, 177.5000, -36.5500, 230.0000, 3.592, 1
1976, 11, 7, 178.2600, -37.3000, 107.0000, 3.617, 1
1976, 11, 8, 176.0300, -38.0200, 209.0000, 3.737, 1
1976, 11, 9, 176.4800, -37.6500, 224.0000, 3.508, 1
1976, 11, 12, 177.9900, -37.1100, 131.0000, 4.098, 1
1976, 11, 16, 178.5200, -35.9800, 279.0000, 3.383, 1
1976, 11, 25, 178.5500, -35.7100, 263.0000, 3.351, 1
1976, 12, 2, 167.4000, -45.3000, 105.0000, 3.273, 1
1976, 12, 3, 173.4700, -40.3400, 214.0000, 4.896, 1
1976, 12, 10, 175.9600, -38.6500, 174.0000, 4.636, 1
1976, 12, 10, 173.5100, -41.2700, 102.0000, 3.421, 1
1976, 12, 13, 175.5500, -40.3400, 111.0000, 3.236, 1
1976, 12, 14, 178.1500, -36.2500, 139.0000, 3.475, 1
1976, 12, 16, 175.1600, -38.8800, 229.0000, 3.017, 1
1976, 12, 16, 179.0800, -35.3000, 245.0000, 4.025, 1
1976, 12, 19, 175.7800, -38.5200, 170.0000, 3.848, 1
1976, 12, 20, 178.1200, -36.8700, 135.0000, 3.213, 1
1976, 12, 20, 174.9900, -39.0300, 217.0000, 3.553, 1
1976, 12, 28, 175.7000, -38.5700, 175.0000, 3.380, 1
1977, 1, 2, 175.3200, -39.4400, 169.0000, 4.608, 1
1977, 1, 4, 178.5800, -35.4000, 269.0000, 3.458, 1
1977, 1, 6, 175.9500, -38.3100, 190.0000, 3.847, 1
1977, 1, 11, 175.2900, -38.5700, 282.0000, 3.867, 1
1977, 1, 18, 177.4400, -37.1400, 135.0000, 5.015, 1
1977, 1, 20, 167.6000, -45.1400, 126.0000, 3.422, 1
1977, 1, 25, 174.7500, -40.5800, 104.0000, 3.525, 1
1977, 1, 25, 178.8300, -36.9000, 158.0000, 3.902, 1
1977, 1, 26, 177.4500, -37.7800, 149.0000, 4.352, 1
1977, 1, 27, 178.7700, -35.6600, 228.0000, 3.442, 1
1977, 1, 31, 167.6700, -45.1700, 123.0000, 4.035, 1
1977, 2, 1, 174.1200, -39.7700, 172.0000, 3.631, 1
1977, 2, 1, 176.6900, -38.0400, 175.0000, 3.809, 1
1977, 2, 2, 175.0300, -39.9700, 107.0000, 4.449, 1
1977, 2, 9, 178.8700, -36.6800, 176.0000, 5.132, 1
1977, 2, 11, 174.0100, -39.8800, 246.0000, 4.271, 1
1977, 2, 12, 178.0800, -35.9100, 237.0000, 3.607, 1
1977, 2, 14, 177.8900, -36.4800, 270.0000, 3.744, 1
1977, 2, 16, 177.9900, -36.9900, 186.0000, 3.282, 1
1977, 2, 19, 177.7400, -36.1400, 247.0000, 3.412, 1
1977, 3, 3, 175.2200, -38.6000, 254.0000, 3.151, 1
1977, 3, 6, 177.7700, -35.5900, 155.0000, 3.369, 1
1977, 3, 7, 178.4700, -37.2900, 132.0000, 3.926, 1
1977, 3, 7, 178.3800, -37.4400, 134.0000, 3.352, 1
1977, 3, 14, 174.8500, -39.1100, 219.0000, 5.030, 1
1977, 3, 18, 176.0900, -37.7700, 232.0000, 3.254, 1
1977, 3, 21, 179.2100, -35.9000, 199.0000, 3.639, 1
1977, 3, 23, 176.2900, -38.0400, 179.0000, 3.725, 1
1977, 4, 4, 174.5100, -40.5500, 75.0000, 4.461, 1
1977, 4, 7, 174.2300, -39.4600, 205.0000, 3.553, 1
1977, 4, 14, 175.8600, -38.5000, 163.0000, 3.464, 1
1977, 4, 15, 177.8200, -37.6200, 165.0000, 3.822, 1
1977, 4, 15, 176.5200, -38.1300, 157.0000, 3.356, 1
1977, 4, 18, 178.0900, -37.9500, 107.0000, 4.087, 1
1977, 4, 24, 173.4200, -40.4200, 192.0000, 4.900, 1
1977, 4, 25, 176.0300, -37.9000, 295.0000, 4.141, 1
1977, 4, 28, 176.7600, -37.8800, 102.0000, 3.065, 1
1977, 4, 29, 179.4500, -36.0400, 174.0000, 4.252, 1
1977, 5, 4, 174.0400, -39.8700, 219.0000, 3.795, 1
1977, 5, 10, 167.8100, -44.8900, 90.0000, 4.000, 1
1977, 5, 11, 178.8600, -35.2700, 191.0000, 3.658, 1
1977, 5, 11, 177.9000, -36.0600, 165.0000, 3.325, 1
1977, 5, 14, 177.5000, -37.2000, 128.0000, 3.316, 1
1977, 5, 15, 172.5700, -41.3100, 217.0000, 3.361, 1
1977, 5, 17, 176.6300, -37.3500, 302.0000, 3.472, 1
1977, 5, 22, 176.9100, -36.9000, 302.0000, 3.772, 1
1977, 5, 25, 175.2300, -39.2200, 121.0000, 3.337, 1
1977, 5, 27, 178.6500, -35.3700, 279.0000, 3.437, 1
1977, 6, 2, 174.1400, -40.6300, 102.0000, 3.645, 1
1977, 6, 4, 175.7900, -38.5600, 167.0000, 3.277, 1
1977, 6, 8, 178.6500, -38.2900, 76.0000, 3.337, 1
1977, 6, 11, 175.6400, -38.6800, 142.0000, 3.552, 1
1977, 6, 15, 177.9900, -36.3900, 250.0000, 3.304, 1
1977, 6, 17, 167.4200, -45.3500, 141.0000, 3.165, 1
1977, 6, 18, 175.9300, -38.3100, 213.0000, 3.846, 1
1977, 6, 19, 177.6800, -38.2500, 70.0000, 3.418, 1
1977, 6, 22, 177.4000, -37.0500, 196.0000, 3.636, 1
1977, 6, 24, 176.1700, -37.8600, 206.0000, 3.293, 1
1977, 7, 1, 167.5800, -45.0900, 130.0000, 3.446, 1
1977, 7, 6, 172.8000, -40.8500, 175.0000, 3.333, 1
1977, 7, 9, 173.3900, -41.2900, 127.0000, 3.122, 1
1977, 7, 10, 172.9000, -41.6200, 110.0000, 3.239, 1
1977, 7, 13, 176.5100, -37.6800, 200.0000, 3.443, 1
1977, 7, 14, 167.2600, -45.4800, 72.0000, 3.309, 0
1977, 7, 19, 178.1500, -37.0900, 145.0000, 3.836, 1
1977, 7, 20, 176.7900, -37.3400, 270.0000, 3.178, 1
1977, 7, 22, 176.3700, -39.3000, 66.0000, 3.382, 1
1977, 7, 23, 177.2000, -37.6600, 136.0000, 4.007, 1
1977, 7, 25, 174.7100, -39.0900, 214.0000, 3.821, 1
1977, 7, 31, 177.8700, -36.8500, 214.0000, 3.471, 1
1977, 8, 2, 178.6900, -35.2000, 301.0000, 3.833, 1
1977, 8, 3, 176.5300, -38.5700, 87.0000, 3.293, 1
1977, 8, 4, 178.8200, -37.0400, 124.0000, 3.601, 1
1977, 8, 8, 176.8000, -38.0300, 122.0000, 3.638, 1
1977, 8, 11, 175.5400, -38.3500, 257.0000, 4.786, 1
1977, 8, 13, 167.6500, -45.0500, 100.0000, 4.282, 1
1977, 8, 16, 176.5100, -37.6000, 188.0000, 4.481, 1
1977, 8, 16, 177.5600, -36.5100, 184.0000, 3.324, 1
1977, 8, 19, 177.5100, -37.0400, 201.0000, 3.402, 1
1977, 8, 19, 177.3800, -37.4200, 167.0000, 3.378, 1
1977, 8, 20, 166.9000, -45.8500, 111.0000, 4.198, 1
1977, 8, 20, 176.0800, -38.7300, 139.0000, 3.578, 1
1977, 8, 29, 176.3900, -38.2200, 94.0000, 3.262, 1
1977, 9, 1, 177.6900, -36.3900, 292.0000, 4.055, 1
1977, 9, 2, 173.4900, -39.4800, 98.0000, 3.233, 1
1977, 9, 3, 175.2100, -38.6700, 260.0000, 4.044, 1
1977, 9, 4, 177.2400, -39.3400, 67.0000, 3.443, 1
1977, 9, 11, 176.8200, -36.9100, 321.0000, 3.134, 1
1977, 9, 12, 172.7900, -41.2200, 194.0000, 3.600, 1
1977, 9, 19, 175.9000, -38.7800, 138.0000, 3.842, 1
1977, 9, 20, 176.3700, -39.2500, 61.0000, 3.367, 1
1977, 9, 21, 176.3600, -38.0800, 158.0000, 3.373, 1
1977, 9, 22, 174.3000, -39.4600, 219.0000, 3.823, 1
1977, 9, 27, 178.1100, -37.5100, 83.0000, 3.169, 1
1977, 10, 1, 180.1900, -36.8000, 169.0000, 3.469, 1
1977, 10, 2, 178.8400, -35.5700, 259.0000, 3.537, 1
1977, 10, 6, 177.9700, -35.5000, 273.0000, 3.352, 1
1977, 10, 8, 180.3100, -36.8800, 179.0000, 3.584, 1
1977, 10, 11, 168.2800, -44.6000, 93.0000, 3.602, 1
1977, 10, 12, 178.9100, -35.3200, 291.0000, 3.879, 1
1977, 10, 12, 177.9900, -37.5300, 107.0000, 3.756, 1
1977, 10, 13, 179.8900, -37.3700, 160.0000, 3.548, 1
1977, 10, 23, 177.5000, -37.1000, 172.0000, 4.189, 1
1977, 10, 26, 178.9400, -38.1100, 51.0000, 3.334, 1
1977, 11, 3, 177.3600, -37.8600, 71.0000, 3.268, 0
1977, 11, 6, 174.8800, -39.1200, 225.0000, 3.281, 1
1977, 11, 9, 176.8800, -38.0900, 75.0000, 3.447, 0
1977, 11, 11, 178.7700, -36.8700, 111.0000, 3.266, 1
1977, 11, 12, 176.4500, -37.0800, 412.0000, 3.132, 1
1977, 11, 13, 173.6200, -40.1900, 163.0000, 3.378, 1
1977, 11, 15, 176.9300, -39.0100, 53.0000, 3.284, 1
1977, 11, 17, 167.6400, -44.9900, 93.0000, 3.347, 1
1977, 11, 20, 177.1900, -37.8400, 140.0000, 3.677, 1
1977, 11, 21, 177.5700, -36.9500, 212.0000, 4.668, 1
1977, 11, 22, 178.4000, -35.7900, 240.0000, 4.370, 1
1977, 11, 26, 180.3800, -36.6900, 144.0000, 3.474, 1
1977, 12, 13, 175.4000, -38.9600, 143.0000, 4.044, 1
1977, 12, 18, 167.2200, -45.4500, 96.0000, 4.088, 1
1977, 12, 21, 174.6400, -41.0200, 59.0000, 3.156, 1
1977, 12, 22, 173.4300, -40.3200, 173.0000, 3.803, 1
1977, 12, 23, 167.6700, -44.8300, 132.0000, 3.961, 1
1977, 12, 26, 178.2200, -37.6400, 49.0000, 3.908, 1
1977, 12, 29, 167.5000, -44.8900, 99.0000, 3.731, 1
1978, 1, 3, 178.2900, -38.0500, 81.0000, 3.162, 1
1978, 1, 4, 179.4300, -37.3200, 127.0000, 3.589, 1
1978, 1, 6, 176.1700, -38.0400, 199.0000, 3.099, 1
1978, 1, 28, 174.1750, -41.1120, 61.4000, 3.383, 1
1978, 2, 4, 174.3800, -39.3000, 258.0000, 3.151, 1
1978, 2, 5, 176.1100, -37.9100, 239.0000, 3.532, 1
1978, 2, 7, 179.2300, -37.9600, 84.0000, 3.912, 1
1978, 2, 8, 176.5400, -37.4300, 257.0000, 3.511, 1
1978, 2, 15, 179.0500, -35.5500, 227.0000, 3.617, 1
1978, 2, 15, 174.1110, -41.6330, 63.3000, 3.146, 1
1978, 2, 19, 173.6200, -40.9100, 133.0000, 3.534, 1
1978, 2, 26, 175.9100, -38.2300, 196.0000, 3.034, 1
1978, 2, 27, 177.5900, -38.4500, 69.0000, 3.482, 1
1978, 2, 28, 177.1400, -37.4800, 170.0000, 3.198, 1
