clon1,clat1,cdep1,clon2,clat2,cdep2,clon3,clat3,cdep3
166.0139,-47.6733,110.932,165.9595,-47.6563,113.125,165.9051,-47.6394,115.319
166.0628,-47.7010,121.068,166.0082,-47.6840,123.231,165.9536,-47.6670,125.394
166.1111,-47.7284,131.266,166.0563,-47.7114,133.401,166.0015,-47.6943,135.536
166.1588,-47.7554,141.511,166.1038,-47.7383,143.617,166.0488,-47.7213,145.722
166.2058,-47.7820,151.021,166.1506,-47.7649,153.090,166.0954,-47.7478,155.159
166.2520,-47.8082,159.020,166.1965,-47.7910,161.048,166.1410,-47.7738,163.077
166.2973,-47.8338,165.848,166.2415,-47.8166,167.836,166.1858,-47.7993,169.824
166.3417,-47.8589,171.943,166.2857,-47.8416,173.891,166.2297,-47.8243,175.839
166.3852,-47.8836,177.455,166.3290,-47.8662,179.365,166.2728,-47.8488,181.275
166.4280,-47.9077,182.487,166.3715,-47.8903,184.360,166.3152,-47.8728,186.233
166.4699,-47.9314,187.114,166.4133,-47.9139,188.951,166.3567,-47.8964,190.789
166.5111,-47.9546,191.389,166.4543,-47.9371,193.193,166.3975,-47.9196,194.996
166.5515,-47.9775,195.358,166.4946,-47.9599,197.129,166.4376,-47.9423,198.900
166.5913,-47.9999,199.055,166.5342,-47.9823,200.795,166.4770,-47.9646,202.535
166.6304,-48.0219,202.510,166.5731,-48.0042,204.220,166.5158,-47.9866,205.930
166.6688,-48.0435,205.748,166.6114,-48.0258,207.429,166.5540,-48.0081,209.110
166.7067,-48.0648,208.789,166.6491,-48.0471,210.443,166.5915,-48.0293,212.096
166.7439,-48.0857,211.652,166.6862,-48.0680,213.279,166.6285,-48.0502,214.906
166.7806,-48.1063,214.352,166.7227,-48.0886,215.954,166.6649,-48.0707,217.556
166.8167,-48.1266,216.903,166.7587,-48.1088,218.480,166.7007,-48.0910,220.058
166.8523,-48.1466,219.317,166.7941,-48.1288,220.871,166.7361,-48.1109,222.425
166.8873,-48.1663,221.605,166.8291,-48.1484,223.137,166.7709,-48.1305,224.668
166.9219,-48.1857,223.777,166.8636,-48.1678,225.286,166.8053,-48.1499,226.796
166.9560,-48.2048,225.841,166.8976,-48.1869,227.329,166.8392,-48.1689,228.817
166.9897,-48.2237,227.804,166.9311,-48.2057,229.272,166.8726,-48.1878,230.740
167.0229,-48.2423,229.673,166.9642,-48.2243,231.122,166.9056,-48.2063,232.570
167.0556,-48.2606,231.456,166.9969,-48.2426,232.885,166.9382,-48.2246,234.314
167.0880,-48.2787,233.157,167.0292,-48.2607,234.568,166.9704,-48.2427,235.978
167.1200,-48.2966,234.781,167.0611,-48.2786,236.174,167.0022,-48.2605,237.567
167.1515,-48.3143,236.334,167.0926,-48.2962,237.710,167.0336,-48.2781,239.085
167.1827,-48.3317,237.819,167.1237,-48.3136,239.178,167.0647,-48.2955,240.537
167.2136,-48.3489,239.241,167.1544,-48.3309,240.584,167.0953,-48.3127,241.927
167.2440,-48.3660,240.603,167.1848,-48.3479,241.930,167.1257,-48.3297,243.257
167.2742,-48.3828,241.908,167.2149,-48.3647,243.220,167.1557,-48.3465,244.532
164.9278,-46.9052,17.095,164.9193,-46.9024,22.043,164.9108,-46.8997,26.990
165.0314,-46.9660,18.975,165.0198,-46.9623,23.875,165.0081,-46.9586,28.776
165.1319,-47.0256,21.301,165.1161,-47.0206,26.119,165.1003,-47.0155,30.938
165.2306,-47.0841,24.377,165.2106,-47.0777,29.085,165.1906,-47.0714,33.793
165.3275,-47.1414,28.187,165.3035,-47.1338,32.765,165.2795,-47.1261,37.342
165.4219,-47.1971,32.669,165.3941,-47.1883,37.096,165.3664,-47.1795,41.522
165.5127,-47.2508,37.773,165.4809,-47.2408,42.009,165.4491,-47.2307,46.244
165.5984,-47.3018,43.522,165.5621,-47.2904,47.502,165.5259,-47.2789,51.482
165.6781,-47.3495,50.006,165.6373,-47.3366,53.667,165.5965,-47.3237,57.328
165.7517,-47.3934,57.297,165.7067,-47.3792,60.609,165.6618,-47.3651,63.920
165.8192,-47.4334,65.361,165.7709,-47.4182,68.337,165.7226,-47.4030,71.314
165.8809,-47.4696,74.077,165.8301,-47.4537,76.761,165.7794,-47.4378,79.446
165.9375,-47.5026,83.299,165.8849,-47.4862,85.743,165.8324,-47.4697,88.186
165.9899,-47.5330,92.921,165.9361,-47.5161,95.185,165.8824,-47.4993,97.448
166.0395,-47.5613,102.881,165.9851,-47.5443,105.047,165.9307,-47.5273,107.213
166.0877,-47.5888,113.047,166.0331,-47.5717,115.182,165.9785,-47.5546,117.316
166.1355,-47.6158,123.281,166.0807,-47.5987,125.400,166.0260,-47.5816,127.518
166.1828,-47.6427,133.548,166.1279,-47.6256,135.648,166.0731,-47.6084,137.748
166.2297,-47.6693,143.816,166.1747,-47.6521,145.891,166.1196,-47.6350,147.966
166.2760,-47.6955,153.123,166.2207,-47.6783,155.164,166.1654,-47.6611,157.205
166.3215,-47.7213,160.854,166.2659,-47.7041,162.855,166.2104,-47.6868,164.857
166.3661,-47.7466,167.560,166.3103,-47.7293,169.523,166.2546,-47.7120,171.485
166.4099,-47.7714,173.570,166.3539,-47.7541,175.493,166.2979,-47.7367,177.417
166.4528,-47.7958,179.018,166.3966,-47.7783,180.905,166.3404,-47.7609,182.791
166.4950,-47.8196,184.003,166.4386,-47.8021,185.853,166.3822,-47.7846,187.704
166.5364,-47.8430,188.593,166.4797,-47.8255,190.408,166.4232,-47.8079,192.224
166.5770,-47.8660,192.841,166.5202,-47.8484,194.623,166.4634,-47.8308,196.405
166.6169,-47.8885,196.788,166.5599,-47.8709,198.538,166.5030,-47.8532,200.288
166.6561,-47.9107,200.469,166.5990,-47.8930,202.188,166.5419,-47.8753,203.908
166.6947,-47.9324,203.912,166.6374,-47.9147,205.602,166.5802,-47.8970,207.291
166.7326,-47.9538,207.140,166.6752,-47.9361,208.801,166.6178,-47.9183,210.463
166.7699,-47.9748,210.174,166.7124,-47.9571,211.808,166.6548,-47.9393,213.443
166.8067,-47.9955,213.031,166.7490,-47.9777,214.640,166.6913,-47.9599,216.248
166.8429,-48.0159,215.727,166.7850,-47.9981,217.311,166.7272,-47.9802,218.894
166.8785,-48.0360,218.276,166.8205,-48.0181,219.835,166.7626,-48.0002,221.394
166.9136,-48.0557,220.687,166.8555,-48.0378,222.223,166.7975,-48.0199,223.759
166.9482,-48.0752,222.973,166.8900,-48.0572,224.487,166.8319,-48.0393,226.000
166.9823,-48.0943,225.143,166.9240,-48.0764,226.635,166.8658,-48.0584,228.127
167.0160,-48.1132,227.205,166.9576,-48.0953,228.676,166.8992,-48.0773,230.147
167.0492,-48.1319,229.166,166.9907,-48.1139,230.617,166.9322,-48.0959,232.068
167.0819,-48.1502,231.034,167.0233,-48.1322,232.465,166.9648,-48.1142,233.897
167.1143,-48.1684,232.814,167.0556,-48.1504,234.227,166.9970,-48.1323,235.639
167.1462,-48.1863,234.512,167.0874,-48.1682,235.907,167.0287,-48.1502,237.301
167.1777,-48.2040,236.134,167.1189,-48.1859,237.511,167.0601,-48.1678,238.888
167.2089,-48.2214,237.683,167.1500,-48.2033,239.043,167.0911,-48.1852,240.403
167.2397,-48.2387,239.165,167.1807,-48.2205,240.508,167.1217,-48.2024,241.852
167.2701,-48.2557,240.583,167.2110,-48.2376,241.910,167.1520,-48.2194,243.238
167.3002,-48.2725,241.940,167.2410,-48.2544,243.252,167.1819,-48.2362,244.564
167.3299,-48.2891,243.241,167.2707,-48.2710,244.538,167.2115,-48.2528,245.835
165.0169,-46.8287,17.927,165.0075,-46.8257,22.862,164.9981,-46.8227,27.797
165.1194,-46.8892,19.843,165.1065,-46.8850,24.722,165.0936,-46.8809,29.600
165.2201,-46.9487,22.398,165.2034,-46.9434,27.197,165.1868,-46.9381,31.995
165.3195,-47.0074,25.627,165.2993,-47.0010,30.330,165.2791,-46.9945,35.033
165.4173,-47.0650,29.475,165.3937,-47.0575,34.067,165.3702,-47.0500,38.659
165.5123,-47.1210,33.887,165.4852,-47.1124,38.338,165.4580,-47.1038,42.790
165.6029,-47.1748,38.883,165.5714,-47.1648,43.130,165.5399,-47.1549,47.378
165.6875,-47.2256,44.578,165.6510,-47.2140,48.534,165.6145,-47.2025,52.490
165.7656,-47.2726,51.127,165.7239,-47.2595,54.717,165.6823,-47.2463,58.307
165.8371,-47.3155,58.590,165.7911,-47.3010,61.797,165.7451,-47.2865,65.005
165.9022,-47.3542,66.878,165.8530,-47.3387,69.737,165.8037,-47.3232,72.596
165.9615,-47.3891,75.812,165.9099,-47.3728,78.379,165.8584,-47.3566,80.946
166.0157,-47.4207,85.229,165.9625,-47.4040,87.565,165.9094,-47.3872,89.900
166.0660,-47.4497,95.027,166.0118,-47.4327,97.203,165.9576,-47.4157,99.380
166.1139,-47.4771,105.126,166.0593,-47.4600,107.232,166.0046,-47.4428,109.337
166.1609,-47.5038,115.386,166.1061,-47.4867,117.476,166.0514,-47.4695,119.566
166.2076,-47.5304,125.690,166.1528,-47.5132,127.772,166.0979,-47.4960,129.854
166.2542,-47.5568,136.010,166.1992,-47.5396,138.079,166.1443,-47.5224,140.149
166.3004,-47.5830,146.219,166.2452,-47.5658,148.267,166.1902,-47.5485,150.314
166.3459,-47.6089,155.299,166.2906,-47.5916,157.314,166.2353,-47.5743,159.328
166.3908,-47.6344,162.819,166.3352,-47.6170,164.796,166.2797,-47.5997,166.773
166.4348,-47.6594,169.417,166.3790,-47.6420,171.356,166.3233,-47.6246,173.296
166.4780,-47.6839,175.344,166.4220,-47.6665,177.246,166.3661,-47.6490,179.148
166.5204,-47.7079,180.729,166.4642,-47.6905,182.595,166.4080,-47.6729,184.460
166.5620,-47.7315,185.664,166.5056,-47.7140,187.494,166.4493,-47.6964,189.324
166.6029,-47.7547,190.214,166.5463,-47.7371,192.010,166.4898,-47.7195,193.806
166.6430,-47.7774,194.429,166.5863,-47.7598,196.192,166.5295,-47.7421,197.955
166.6825,-47.7997,198.349,166.6255,-47.7820,200.081,166.5686,-47.7643,201.812
166.7212,-47.8216,202.008,166.6641,-47.8039,203.709,166.6071,-47.7862,205.410
166.7593,-47.8432,205.432,166.7021,-47.8254,207.104,166.6449,-47.8076,208.776
166.7968,-47.8643,208.645,166.7394,-47.8465,210.289,166.6820,-47.8287,211.933
166.8337,-47.8851,211.666,166.7761,-47.8673,213.283,166.7186,-47.8495,214.900
166.8699,-47.9056,214.512,166.8123,-47.8878,216.103,166.7547,-47.8699,217.695
166.9057,-47.9258,217.198,166.8479,-47.9079,218.765,166.7901,-47.8900,220.331
166.9409,-47.9456,219.737,166.8830,-47.9277,221.280,166.8251,-47.9098,222.823
166.9756,-47.9651,222.141,166.9175,-47.9472,223.661,166.8596,-47.9292,225.181
167.0097,-47.9844,224.420,166.9516,-47.9664,225.918,166.8935,-47.9484,227.415
167.0434,-48.0034,226.583,166.9852,-47.9854,228.059,166.9270,-47.9674,229.536
167.0767,-48.0221,228.638,167.0184,-48.0041,230.094,166.9601,-47.9860,231.550
167.1095,-48.0405,230.593,167.0510,-48.0225,232.029,166.9927,-48.0044,233.465
167.1418,-48.0587,232.455,167.0833,-48.0407,233.871,167.0248,-48.0226,235.288
167.1738,-48.0766,234.229,167.1152,-48.0586,235.626,167.0566,-48.0405,237.024
167.2053,-48.0944,235.920,167.1466,-48.0763,237.300,167.0880,-48.0582,238.680
167.2365,-48.1119,237.535,167.1777,-48.0937,238.898,167.1190,-48.0756,240.260
167.2672,-48.1291,239.078,167.2084,-48.1110,240.424,167.1496,-48.0928,241.769
167.2976,-48.1462,240.553,167.2387,-48.1280,241.882,167.1798,-48.1099,243.211
167.3277,-48.1630,241.963,167.2687,-48.1449,243.277,167.2097,-48.1267,244.590
167.3574,-48.1797,243.314,167.2983,-48.1615,244.612,167.2393,-48.1433,245.910
167.3867,-48.1961,244.607,167.3276,-48.1780,245.890,167.2685,-48.1597,247.173
165.1052,-46.7520,18.626,165.0946,-46.7486,23.543,165.0839,-46.7452,28.459
165.2070,-46.8122,20.753,165.1930,-46.8077,25.608,165.1789,-46.8032,30.463
165.3080,-46.8717,23.523,165.2906,-46.8662,28.303,165.2732,-46.8606,33.082
165.4080,-46.9305,26.888,165.3876,-46.9240,31.584,165.3672,-46.9175,36.280
165.5063,-46.9883,30.776,165.4829,-46.9808,35.375,165.4595,-46.9734,39.973
165.6012,-47.0444,35.163,165.5742,-47.0358,39.619,165.5473,-47.0272,44.076
165.6909,-47.0979,40.134,165.6591,-47.0879,44.364,165.6274,-47.0778,48.594
165.7739,-47.1482,45.888,165.7367,-47.1363,49.787,165.6994,-47.1245,53.686
165.8501,-47.1943,52.603,165.8075,-47.1808,56.103,165.7649,-47.1673,59.603
165.9196,-47.2361,60.294,165.8727,-47.2212,63.395,165.8258,-47.2064,66.497
165.9826,-47.2735,68.809,165.9326,-47.2577,71.563,165.8826,-47.2419,74.317
166.0399,-47.3072,77.940,165.9877,-47.2907,80.410,165.9355,-47.2742,82.881
166.0922,-47.3377,87.522,166.0385,-47.3208,89.774,165.9849,-47.3038,92.026
166.1409,-47.3658,97.460,166.0864,-47.3486,99.576,166.0320,-47.3314,101.692
166.1876,-47.3925,107.659,166.1328,-47.3752,109.725,166.0780,-47.3580,111.790
166.2337,-47.4187,117.982,166.1788,-47.4015,120.039,166.1240,-47.3842,122.096
166.2796,-47.4448,128.338,166.2247,-47.4276,130.392,166.1698,-47.4103,132.445
166.3255,-47.4709,138.695,166.2705,-47.4536,140.739,166.2155,-47.4363,142.782
166.3710,-47.4968,148.761,166.3159,-47.4795,150.783,166.2607,-47.4622,152.805
166.4160,-47.5224,157.589,166.3606,-47.5050,159.580,166.3053,-47.4877,161.571
166.4602,-47.5475,164.952,166.4047,-47.5301,166.908,166.3491,-47.5127,168.863
166.5037,-47.5723,171.445,166.4479,-47.5548,173.364,166.3922,-47.5374,175.283
166.5464,-47.5965,177.290,166.4904,-47.5790,179.172,166.4345,-47.5615,181.055
166.5883,-47.6203,182.610,166.5321,-47.6028,184.457,166.4760,-47.5852,186.304
166.6295,-47.6437,187.491,166.5731,-47.6261,189.303,166.5168,-47.6085,191.115
166.6699,-47.6666,191.995,166.6133,-47.6490,193.774,166.5568,-47.6313,195.553
166.7096,-47.6891,196.172,166.6528,-47.6714,197.918,166.5961,-47.6537,199.665
166.7485,-47.7112,200.059,166.6917,-47.6935,201.775,166.6348,-47.6758,203.490
166.7869,-47.7329,203.690,166.7298,-47.7152,205.375,166.6728,-47.6974,207.060
166.8246,-47.7543,207.089,166.7674,-47.7365,208.746,166.7102,-47.7186,210.402
166.8616,-47.7752,210.280,166.8043,-47.7574,211.909,166.7470,-47.7395,213.537
166.8981,-47.7958,213.282,166.8406,-47.7780,214.884,166.7832,-47.7601,216.486
166.9340,-47.8161,216.111,166.8764,-47.7982,217.687,166.8188,-47.7803,219.263
166.9693,-47.8361,218.781,166.9116,-47.8182,220.333,166.8539,-47.8002,221.885
167.0041,-47.8557,221.306,166.9463,-47.8378,222.834,166.8885,-47.8198,224.362
167.0384,-47.8751,223.697,166.9804,-47.8571,225.202,166.9225,-47.8391,226.707
167.0722,-47.8942,225.963,167.0141,-47.8762,227.447,166.9561,-47.8581,228.930
167.1055,-47.9130,228.115,167.0474,-47.8949,229.577,166.9892,-47.8769,231.039
167.1384,-47.9315,230.159,167.0801,-47.9134,231.600,167.0219,-47.8954,233.042
167.1708,-47.9497,232.102,167.1124,-47.9317,233.524,167.0541,-47.9136,234.946
167.2028,-47.9678,233.953,167.1443,-47.9497,235.356,167.0860,-47.9316,236.759
167.2344,-47.9855,235.716,167.1758,-47.9674,237.100,167.1174,-47.9493,238.485
167.2656,-48.0031,237.397,167.2069,-47.9850,238.764,167.1484,-47.9668,240.130
167.2963,-48.0204,239.002,167.2377,-48.0023,240.351,167.1790,-47.9841,241.700
167.3268,-48.0375,240.534,167.2680,-48.0193,241.866,167.2093,-48.0012,243.199
167.3568,-48.0544,241.997,167.2980,-48.0362,243.314,167.2392,-48.0180,244.631
167.3865,-48.0711,243.397,167.3276,-48.0529,244.698,167.2688,-48.0347,245.999
167.4159,-48.0876,244.736,167.3569,-48.0694,246.022,167.2980,-48.0511,247.308
167.4449,-48.1039,246.018,167.3859,-48.0857,247.289,167.3269,-48.0674,248.560
165.0901,-46.6143,17.320,165.0814,-46.6115,22.263,165.0726,-46.6087,27.207
165.1928,-46.6750,19.301,165.1808,-46.6711,24.196,165.1688,-46.6673,29.090
165.2943,-46.7350,21.673,165.2791,-46.7301,26.503,165.2639,-46.7252,31.333
165.3954,-46.7945,24.649,165.3772,-46.7887,29.409,165.3591,-46.7829,34.168
165.4955,-46.8533,28.149,165.4748,-46.8466,32.834,165.4540,-46.8400,37.518
165.5938,-46.9110,32.104,165.5702,-46.9034,36.693,165.5466,-46.8959,41.283
165.6880,-46.9668,36.531,165.6606,-46.9581,40.968,165.6333,-46.9494,45.405
165.7762,-47.0199,41.585,165.7437,-47.0095,45.767,165.7111,-46.9992,49.948
165.8575,-47.0693,47.504,165.8191,-47.0571,51.321,165.7807,-47.0449,55.138
165.9318,-47.1144,54.455,165.8880,-47.1005,57.854,165.8444,-47.0866,61.253
165.9993,-47.1550,62.395,165.9515,-47.1399,65.395,165.9038,-47.1247,68.396
166.0605,-47.1913,71.124,166.0098,-47.1753,73.786,165.9592,-47.1592,76.449
166.1159,-47.2240,80.424,166.0633,-47.2073,82.817,166.0108,-47.1906,85.210
166.1668,-47.2536,90.146,166.1129,-47.2365,92.338,166.0590,-47.2195,94.530
166.2143,-47.2810,100.197,166.1598,-47.2638,102.276,166.1052,-47.2465,104.355
166.2603,-47.3073,110.467,166.2055,-47.2900,112.508,166.1507,-47.2727,114.550
166.3058,-47.3332,120.830,166.2510,-47.3159,122.866,166.1961,-47.2986,124.902
166.3513,-47.3591,131.226,166.2964,-47.3418,133.259,166.2415,-47.3244,135.291
166.3966,-47.3849,141.593,166.3416,-47.3676,143.616,166.2866,-47.3502,145.639
166.4416,-47.4105,151.474,166.3864,-47.3932,153.476,166.3313,-47.3758,155.478
166.4860,-47.4358,160.043,166.4307,-47.4185,162.014,166.3754,-47.4010,163.986
166.5298,-47.4608,167.262,166.4743,-47.4433,169.199,166.4188,-47.4259,171.137
166.5728,-47.4853,173.647,166.5171,-47.4678,175.549,166.4614,-47.4503,177.451
166.6151,-47.5093,179.406,166.5591,-47.4918,181.273,166.5032,-47.4742,183.139
166.6566,-47.5329,184.656,166.6004,-47.5154,186.487,166.5443,-47.4977,188.319
166.6973,-47.5561,189.477,166.6410,-47.5385,191.275,166.5847,-47.5208,193.072
166.7373,-47.5788,193.931,166.6808,-47.5612,195.695,166.6243,-47.5435,197.459
166.7766,-47.6012,198.064,166.7199,-47.5834,199.796,166.6633,-47.5657,201.528
166.8152,-47.6231,201.913,166.7584,-47.6053,203.614,166.7016,-47.5875,205.315
166.8532,-47.6446,205.509,166.7962,-47.6268,207.181,166.7392,-47.6090,208.852
166.8905,-47.6658,208.879,166.8333,-47.6479,210.521,166.7762,-47.6301,212.164
166.9272,-47.6866,212.043,166.8699,-47.6687,213.658,166.8126,-47.6508,215.273
166.9632,-47.7070,215.020,166.9058,-47.6891,216.608,166.8485,-47.6712,218.197
166.9988,-47.7271,217.826,166.9412,-47.7092,219.389,166.8837,-47.6912,220.952
167.0337,-47.7469,220.476,166.9761,-47.7289,222.015,166.9185,-47.7110,223.553
167.0682,-47.7664,222.982,167.0104,-47.7484,224.497,166.9527,-47.7304,226.012
167.1021,-47.7856,225.355,167.0442,-47.7676,226.847,166.9864,-47.7495,228.339
167.1356,-47.8045,227.604,167.0776,-47.7864,229.075,167.0196,-47.7684,230.545
167.1686,-47.8231,229.739,167.1105,-47.8050,231.188,167.0524,-47.7870,232.638
167.2011,-47.8415,231.767,167.1429,-47.8234,233.196,167.0847,-47.8053,234.625
167.2332,-47.8596,233.696,167.1749,-47.8415,235.105,167.1166,-47.8233,236.514
167.2648,-47.8774,235.531,167.2065,-47.8593,236.922,167.1481,-47.8412,238.312
167.2961,-47.8951,237.279,167.2376,-47.8769,238.651,167.1792,-47.8587,240.024
167.3269,-47.9124,238.946,167.2684,-47.8943,240.300,167.2099,-47.8761,241.655
167.3574,-47.9296,240.535,167.2988,-47.9114,241.873,167.2402,-47.8932,243.210
167.3875,-47.9466,242.053,167.3288,-47.9284,243.374,167.2702,-47.9102,244.695
167.4172,-47.9633,243.502,167.3585,-47.9451,244.807,167.2998,-47.9269,246.112
167.4466,-47.9799,244.887,167.3878,-47.9616,246.176,167.3290,-47.9434,247.466
167.4757,-47.9962,246.211,167.4168,-47.9780,247.486,167.3580,-47.9597,248.760
167.5044,-48.0124,247.478,167.4455,-47.9941,248.738,167.3866,-47.9758,249.998
165.1781,-46.5375,17.897,165.1682,-46.5343,22.824,165.1583,-46.5311,27.750
165.2800,-46.5979,19.956,165.2668,-46.5936,24.827,165.2535,-46.5893,29.697
165.3813,-46.6577,22.558,165.3650,-46.6525,27.362,165.3486,-46.6472,32.166
165.4822,-46.7171,25.730,165.4632,-46.7110,30.466,165.4443,-46.7049,35.202
165.5821,-46.7757,29.374,165.5608,-46.7688,34.038,165.5394,-46.7620,38.703
165.6796,-46.8331,33.437,165.6554,-46.8253,38.000,165.6312,-46.8175,42.563
165.7724,-46.8884,37.982,165.7441,-46.8793,42.371,165.7157,-46.8702,46.760
165.8588,-46.9406,43.220,165.8250,-46.9298,47.323,165.7911,-46.9190,51.425
165.9381,-46.9890,49.399,165.8984,-46.9763,53.112,165.8586,-46.9636,56.825
166.0105,-47.0329,56.634,165.9657,-47.0186,59.925,165.9209,-47.0043,63.215
166.0762,-47.0724,64.827,166.0276,-47.0569,67.731,165.9791,-47.0414,70.635
166.1356,-47.1076,73.753,166.0845,-47.0914,76.336,166.0333,-47.0751,78.919
166.1896,-47.1393,83.203,166.1367,-47.1225,85.533,166.0838,-47.1057,87.862
166.2393,-47.1683,93.048,166.1852,-47.1511,95.199,166.1312,-47.1339,97.349
166.2861,-47.1953,103.191,166.2315,-47.1780,105.252,166.1770,-47.1606,107.312
166.3317,-47.2213,113.510,166.2770,-47.2040,115.544,166.2223,-47.1866,117.577
166.3770,-47.2472,123.901,166.3222,-47.2298,125.929,166.2674,-47.2125,127.957
166.4221,-47.2729,134.321,166.3673,-47.2556,136.345,166.3124,-47.2382,138.368
166.4672,-47.2986,144.663,166.4122,-47.2812,146.675,166.3573,-47.2638,148.687
166.5118,-47.3241,154.339,166.4567,-47.3067,156.329,166.4017,-47.2893,158.318
166.5559,-47.3493,162.656,166.5006,-47.3318,164.615,166.4454,-47.3144,166.574
166.5994,-47.3740,169.727,166.5439,-47.3566,171.652,166.4884,-47.3390,173.577
166.6420,-47.3984,175.999,166.5863,-47.3808,177.888,166.5307,-47.3633,179.778
166.6839,-47.4223,181.666,166.6280,-47.4047,183.520,166.5722,-47.3871,185.374
166.7251,-47.4457,186.839,166.6690,-47.4281,188.659,166.6129,-47.4104,190.478
166.7655,-47.4687,191.596,166.7092,-47.4511,193.381,166.6530,-47.4334,195.166
166.8052,-47.4913,195.995,166.7487,-47.4736,197.746,166.6923,-47.4558,199.498
166.8441,-47.5135,200.079,166.7875,-47.4957,201.799,166.7309,-47.4779,203.518
166.8824,-47.5352,203.886,166.8256,-47.5174,205.574,166.7688,-47.4996,207.263
166.9200,-47.5566,207.444,166.8630,-47.5388,209.103,166.8061,-47.5209,210.762
166.9569,-47.5776,210.780,166.8999,-47.5597,212.410,166.8428,-47.5418,214.040
166.9933,-47.5982,213.913,166.9361,-47.5803,215.516,166.8789,-47.5624,217.118
167.0290,-47.6185,216.862,166.9717,-47.6006,218.438,166.9144,-47.5826,220.015
167.0642,-47.6385,219.643,167.0068,-47.6205,221.194,166.9493,-47.6025,222.745
167.0989,-47.6581,222.269,167.0413,-47.6401,223.795,166.9837,-47.6221,225.322
167.1330,-47.6775,224.752,167.0753,-47.6594,226.255,167.0176,-47.6414,227.758
167.1666,-47.6965,227.103,167.1088,-47.6784,228.583,167.0510,-47.6604,230.064
167.1997,-47.7152,229.332,167.1418,-47.6972,230.790,167.0840,-47.6791,232.249
167.2324,-47.7337,231.446,167.1744,-47.7156,232.884,167.1164,-47.6975,234.322
167.2646,-47.7519,233.455,167.2065,-47.7338,234.873,167.1484,-47.7157,236.290
167.2964,-47.7699,235.364,167.2382,-47.7518,236.762,167.1800,-47.7336,238.161
167.3278,-47.7876,237.181,167.2695,-47.7695,238.560,167.2112,-47.7513,239.940
167.3587,-47.8051,238.910,167.3003,-47.7869,240.272,167.2420,-47.7687,241.633
167.3893,-47.8224,240.558,167.3308,-47.8042,241.902,167.2724,-47.7860,243.246
167.4194,-47.8394,242.130,167.3609,-47.8212,243.457,167.3024,-47.8030,244.784
167.4493,-47.8562,243.629,167.3907,-47.8380,244.939,167.3321,-47.8197,246.250
167.4787,-47.8728,245.059,167.4201,-47.8546,246.354,167.3614,-47.8363,247.649
167.5078,-47.8893,246.426,167.4491,-47.8710,247.706,167.3904,-47.8527,248.985
167.5366,-47.9055,247.732,167.4778,-47.8872,248.997,167.4191,-47.8689,250.262
167.5651,-47.9215,248.981,167.5062,-47.9032,250.231,167.4474,-47.8849,251.481
165.2659,-46.4606,18.354,165.2549,-46.4570,23.263,165.2438,-46.4534,28.172
165.3672,-46.5207,20.552,165.3528,-46.5160,25.398,165.3384,-46.5114,30.245
165.4680,-46.5803,23.359,165.4506,-46.5747,28.136,165.4332,-46.5691,32.913
165.5684,-46.6394,26.711,165.5486,-46.6330,31.420,165.5287,-46.6266,36.129
165.6676,-46.6976,30.512,165.6453,-46.6905,35.145,165.6231,-46.6833,39.777
165.7638,-46.7545,34.735,165.7384,-46.7463,39.251,165.7130,-46.7382,43.767
165.8547,-46.8089,39.483,165.8248,-46.7994,43.796,165.7949,-46.7898,48.109
165.9388,-46.8601,44.995,165.9033,-46.8487,48.990,165.8677,-46.8373,52.984
166.0160,-46.9072,51.503,165.9748,-46.8940,55.094,165.9335,-46.8808,58.685
166.0864,-46.9499,59.052,166.0405,-46.9352,62.229,165.9946,-46.9205,65.405
166.1502,-46.9881,67.495,166.1009,-46.9724,70.306,166.0517,-46.9566,73.117
166.2080,-47.0224,76.603,166.1565,-47.0059,79.114,166.1049,-46.9894,81.625
166.2607,-47.0533,86.187,166.2076,-47.0363,88.465,166.1544,-47.0194,90.742
166.3095,-47.0816,96.141,166.2554,-47.0644,98.265,166.2013,-47.0472,100.389
166.3559,-47.1084,106.357,166.3014,-47.0910,108.413,166.2470,-47.0737,110.469
166.4015,-47.1344,116.707,166.3468,-47.1171,118.746,166.2922,-47.0997,120.784
166.4467,-47.1603,127.110,166.3921,-47.1430,129.143,166.3374,-47.1256,131.176
166.4919,-47.1861,137.534,166.4372,-47.1688,139.560,166.3825,-47.1514,141.586
166.5369,-47.2118,147.812,166.4820,-47.1944,149.824,166.4272,-47.1770,151.835
166.5814,-47.2373,157.277,166.5264,-47.2199,159.263,166.4714,-47.2024,161.249
166.6254,-47.2624,165.356,166.5702,-47.2450,167.310,166.5150,-47.2275,169.263
166.6686,-47.2871,172.274,166.6132,-47.2696,174.192,166.5578,-47.2521,176.110
166.7110,-47.3114,178.429,166.6554,-47.2938,180.311,166.5998,-47.2762,182.192
166.7527,-47.3352,184.002,166.6969,-47.3175,185.847,166.6411,-47.2999,187.692
166.7936,-47.3585,189.097,166.7375,-47.3408,190.907,166.6815,-47.3231,192.717
166.8337,-47.3814,193.788,166.7775,-47.3637,195.563,166.7213,-47.3459,197.338
166.8730,-47.4038,198.130,166.8167,-47.3861,199.872,166.7603,-47.3683,201.613
166.9117,-47.4259,202.166,166.8551,-47.4081,203.875,166.7986,-47.3902,205.584
166.9497,-47.4475,205.930,166.8929,-47.4296,207.607,166.8363,-47.4118,209.285
