clon1,clat1,cdep1,clon2,clat2,cdep2,clon3,clat3,cdep3
176.8684,-35.5133,320.319,176.9274,-35.6017,324.626,176.9816,-35.6827,328.575
176.8305,-35.4961,323.748,176.8894,-35.5849,327.976,176.9434,-35.6662,331.852
176.7933,-35.4791,327.031,176.8520,-35.5683,331.184,176.9059,-35.6500,334.991
176.7568,-35.4625,330.179,176.8154,-35.5520,334.260,176.8691,-35.6339,338.000
176.7210,-35.4461,333.202,176.7794,-35.5359,337.213,176.8330,-35.6182,340.890
176.6857,-35.4300,336.107,176.7440,-35.5201,340.052,176.7976,-35.6026,343.668
176.6511,-35.4141,338.904,176.7093,-35.5045,342.785,176.7627,-35.5873,346.342
176.6170,-35.3985,341.598,176.6751,-35.4891,345.417,176.7284,-35.5721,348.918
176.5835,-35.3831,344.196,176.6415,-35.4740,347.956,176.6947,-35.5572,351.402
176.5506,-35.3680,346.704,176.6084,-35.4590,350.406,176.6616,-35.5425,353.800
176.5181,-35.3530,349.126,176.5759,-35.4443,352.773,176.6289,-35.5279,356.116
176.4862,-35.3383,351.467,176.5438,-35.4297,355.061,176.5968,-35.5136,358.355
176.4547,-35.3237,353.732,176.5123,-35.4154,357.274,176.5652,-35.4994,360.522
176.4237,-35.3094,355.924,176.4812,-35.4013,359.417,176.5340,-35.4854,362.619
176.3931,-35.2953,358.049,176.4506,-35.3873,361.493,176.5033,-35.4716,364.651
176.3630,-35.2813,360.108,176.4204,-35.3735,363.506,176.4731,-35.4580,366.620
176.3333,-35.2675,362.105,176.3906,-35.3599,365.458,176.4432,-35.4445,368.531
176.3039,-35.2539,364.043,176.3612,-35.3464,367.352,176.4138,-35.4312,370.385
176.2750,-35.2405,365.925,176.3322,-35.3331,369.192,176.3848,-35.4180,372.186
176.2465,-35.2273,367.754,176.3036,-35.3200,370.979,176.3561,-35.4050,373.936
176.2183,-35.2142,369.531,176.2754,-35.3070,372.717,176.3278,-35.3922,375.637
176.1905,-35.2012,371.260,176.2475,-35.2942,374.407,176.2999,-35.3794,377.291
176.1630,-35.1884,372.942,176.2200,-35.2815,376.051,176.2724,-35.3669,378.901
176.1358,-35.1758,374.580,176.1928,-35.2690,377.652,176.2451,-35.3544,380.469
176.1090,-35.1633,376.175,176.1659,-35.2566,379.212,176.2182,-35.3422,381.995
176.0825,-35.1509,377.729,176.1394,-35.2444,380.731,176.1917,-35.3300,383.483
176.0563,-35.1387,379.243,176.1132,-35.2322,382.212,176.1654,-35.3180,384.933
176.0304,-35.1266,380.720,176.0872,-35.2202,383.656,176.1394,-35.3060,386.347
176.0048,-35.1146,382.161,176.0616,-35.2084,385.065,176.1138,-35.2943,387.727
175.9795,-35.1028,383.567,176.0363,-35.1966,386.440,176.0884,-35.2826,389.073
175.9545,-35.0911,384.940,176.0112,-35.1850,387.782,176.0633,-35.2710,390.388
175.9297,-35.0795,386.280,175.9864,-35.1735,389.093,176.0384,-35.2596,391.672
175.9052,-35.0680,387.590,175.9618,-35.1621,390.374,176.0139,-35.2483,392.926
175.8809,-35.0567,388.870,175.9375,-35.1508,391.626,175.9896,-35.2371,394.152
175.8569,-35.0454,390.121,175.9135,-35.1396,392.849,175.9655,-35.2260,395.350
180.1184,-37.0658,23.548,180.1233,-37.0738,35.506,180.1278,-37.0812,46.468
180.0136,-37.0198,24.297,180.0199,-37.0301,36.227,180.0256,-37.0395,47.164
179.9096,-36.9748,25.243,179.9176,-36.9881,37.128,179.9250,-37.0002,48.023
179.8068,-36.9311,26.472,179.8171,-36.9482,38.282,179.8266,-36.9638,49.108
179.7054,-36.8889,28.032,179.7184,-36.9105,39.727,179.7304,-36.9302,50.448
179.6056,-36.8478,30.010,179.6218,-36.8745,41.544,179.6366,-36.8989,52.116
179.5075,-36.8076,32.486,179.5269,-36.8394,43.816,179.5447,-36.8686,54.202
179.4110,-36.7676,35.536,179.4335,-36.8042,46.643,179.4541,-36.8376,56.824
179.3161,-36.7275,39.174,179.3412,-36.7680,50.064,179.3643,-36.8051,60.046
179.2224,-36.6869,43.368,179.2497,-36.7304,54.071,179.2747,-36.7703,63.881
179.1298,-36.6460,48.040,179.1589,-36.6917,58.589,179.1855,-36.7337,68.259
179.0383,-36.6050,53.062,179.0688,-36.6525,63.482,179.0968,-36.6960,73.033
178.9479,-36.5643,58.339,178.9798,-36.6134,68.631,179.0092,-36.6584,78.064
178.8589,-36.5246,63.772,178.8925,-36.5755,73.907,178.9234,-36.6222,83.198
178.7719,-36.4861,69.337,178.8075,-36.5393,79.268,178.8401,-36.5882,88.372
178.6872,-36.4491,75.046,178.7250,-36.5052,84.711,178.7598,-36.5566,93.571
178.6053,-36.4138,80.937,178.6458,-36.4730,90.279,178.6829,-36.5273,98.843
178.5263,-36.3799,87.110,178.5693,-36.4423,96.090,178.6089,-36.4996,104.322
178.4504,-36.3472,93.595,178.4960,-36.4128,102.194,178.5378,-36.4729,110.076
178.3776,-36.3157,100.428,178.4255,-36.3840,108.654,178.4694,-36.4466,116.195
178.3075,-36.2852,107.643,178.3572,-36.3559,115.526,178.4029,-36.4207,122.751
178.2404,-36.2554,115.180,178.2918,-36.3280,122.753,178.3390,-36.3945,129.695
178.1753,-36.2264,123.048,178.2280,-36.3006,130.356,178.2765,-36.3686,137.055
178.1121,-36.1982,131.230,178.1657,-36.2736,138.320,178.2149,-36.3428,144.819
178.0509,-36.1702,139.643,178.1054,-36.2466,146.552,178.1555,-36.3165,152.886
177.9908,-36.1428,148.285,178.0459,-36.2199,155.055,178.0965,-36.2905,161.260
177.9314,-36.1158,157.142,177.9868,-36.1935,163.808,178.0376,-36.2647,169.918
177.8732,-36.0888,166.149,177.9290,-36.1669,172.735,177.9801,-36.2384,178.772
177.8155,-36.0621,175.270,177.8715,-36.1404,181.796,177.9230,-36.2122,187.778
177.7580,-36.0357,184.481,177.8140,-36.1143,190.962,177.8653,-36.1864,196.903
177.7010,-36.0093,193.756,177.7570,-36.0882,200.196,177.8085,-36.1605,206.100
177.6446,-35.9831,203.047,177.7008,-36.0622,209.439,177.7524,-36.1347,215.299
177.5885,-35.9573,212.310,177.6447,-36.0368,218.636,177.6964,-36.1097,224.435
177.5330,-35.9319,221.543,177.5893,-36.0119,227.782,177.6411,-36.0852,233.502
177.4786,-35.9070,230.801,177.5352,-35.9876,236.925,177.5873,-36.0614,242.539
177.4254,-35.8828,240.119,177.4825,-35.9641,246.087,177.5349,-36.0386,251.558
177.3735,-35.8595,249.289,177.4310,-35.9417,255.070,177.4839,-36.0170,260.370
177.3233,-35.8369,257.960,177.3812,-35.9200,263.549,177.4344,-35.9961,268.673
177.2748,-35.8150,265.834,177.3331,-35.8988,271.246,177.3866,-35.9756,276.206
177.2277,-35.7936,272.811,177.2863,-35.8781,278.067,177.3402,-35.9555,282.885
177.1818,-35.7728,279.063,177.2406,-35.8578,284.182,177.2947,-35.9358,288.874
177.1370,-35.7525,284.791,177.1959,-35.8381,289.785,177.2499,-35.9166,294.363
177.0932,-35.7327,290.108,177.1520,-35.8189,294.986,177.2061,-35.8978,299.456
177.0503,-35.7134,295.082,177.1091,-35.8000,299.850,177.1631,-35.8794,304.220
177.0084,-35.6944,299.760,177.0671,-35.7815,304.425,177.1210,-35.8614,308.701
176.9674,-35.6758,304.180,177.0260,-35.7634,308.748,177.0798,-35.8437,312.934
176.9272,-35.6576,308.371,176.9857,-35.7456,312.845,177.0395,-35.8263,316.947
176.8879,-35.6397,312.354,176.9463,-35.7281,316.741,177.0000,-35.8091,320.761
176.8493,-35.6222,316.150,176.9077,-35.7110,320.452,176.9613,-35.7923,324.396
176.8115,-35.6050,319.774,176.8698,-35.6941,323.996,176.9233,-35.7757,327.867
176.7744,-35.5880,323.241,176.8326,-35.6774,327.386,176.8861,-35.7594,331.186
176.7381,-35.5714,326.561,176.7962,-35.6611,330.633,176.8495,-35.7433,334.366
176.7023,-35.5550,329.746,176.7603,-35.6450,333.748,176.8137,-35.7275,337.417
176.6672,-35.5389,332.805,176.7252,-35.6292,336.740,176.7784,-35.7119,340.346
176.6327,-35.5230,335.746,176.6906,-35.6135,339.616,176.7438,-35.6965,343.163
176.5988,-35.5074,338.577,176.6566,-35.5982,342.385,176.7097,-35.6813,345.875
176.5654,-35.4921,341.304,176.6232,-35.5830,345.052,176.6762,-35.6664,348.487
176.5325,-35.4769,343.934,176.5903,-35.5681,347.624,176.6433,-35.6517,351.006
176.5002,-35.4620,346.472,176.5579,-35.5534,350.106,176.6109,-35.6371,353.437
176.4684,-35.4473,348.923,176.5260,-35.5389,352.504,176.5790,-35.6228,355.786
176.4370,-35.4328,351.292,176.4946,-35.5245,354.821,176.5476,-35.6086,358.056
176.4062,-35.4185,353.584,176.4637,-35.5104,357.063,176.5166,-35.5946,360.251
176.3757,-35.4044,355.802,176.4332,-35.4965,359.233,176.4861,-35.5808,362.377
176.3457,-35.3905,357.951,176.4032,-35.4827,361.334,176.4560,-35.5672,364.435
176.3161,-35.3768,360.033,176.3736,-35.4691,363.371,176.4264,-35.5537,366.431
176.2870,-35.3632,362.053,176.3444,-35.4557,365.347,176.3971,-35.5404,368.366
176.2582,-35.3498,364.012,176.3156,-35.4424,367.263,176.3683,-35.5273,370.244
176.2298,-35.3366,365.915,176.2871,-35.4293,369.125,176.3399,-35.5143,372.067
176.2017,-35.3235,367.762,176.2591,-35.4164,370.932,176.3118,-35.5015,373.838
176.1740,-35.3106,369.558,176.2314,-35.4036,372.689,176.2840,-35.4888,375.559
176.1467,-35.2979,371.305,176.2040,-35.3910,374.398,176.2567,-35.4763,377.233
176.1197,-35.2853,373.004,176.1770,-35.3785,376.060,176.2296,-35.4639,378.862
176.0930,-35.2729,374.657,176.1503,-35.3661,377.678,176.2029,-35.4516,380.447
176.0666,-35.2605,376.267,176.1239,-35.3539,379.253,176.1765,-35.4395,381.991
176.0406,-35.2484,377.836,176.0978,-35.3418,380.788,176.1504,-35.4275,383.494
176.0148,-35.2363,379.364,176.0721,-35.3299,382.284,176.1247,-35.4156,384.960
175.9894,-35.2244,380.855,176.0466,-35.3181,383.742,176.0992,-35.4039,386.389
175.9642,-35.2127,382.308,176.0214,-35.3064,385.165,176.0739,-35.3922,387.783
175.9393,-35.2010,383.727,175.9965,-35.2948,386.553,176.0490,-35.3807,389.143
175.9146,-35.1895,385.111,175.9718,-35.2833,387.907,176.0244,-35.3693,390.470
175.8903,-35.1781,386.463,175.9474,-35.2720,389.230,175.9999,-35.3580,391.767
175.8661,-35.1668,387.783,175.9233,-35.2607,390.522,175.9758,-35.3469,393.033
175.8423,-35.1556,389.073,175.8994,-35.2496,391.785,175.9519,-35.3358,394.270
175.8186,-35.1445,390.334,175.8758,-35.2386,393.019,175.9282,-35.3249,395.480
180.0556,-37.1518,23.625,180.0608,-37.1602,35.580,180.0655,-37.1678,46.538
179.9507,-37.1057,24.405,179.9572,-37.1163,36.331,179.9632,-37.1260,47.264
179.8465,-37.0606,25.396,179.8547,-37.0740,37.279,179.8623,-37.0863,48.171
179.7434,-37.0167,26.665,179.7538,-37.0337,38.477,179.7633,-37.0492,49.304
179.6415,-36.9741,28.254,179.6544,-36.9953,39.959,179.6662,-37.0148,50.688
179.5411,-36.9326,30.239,179.5567,-36.9587,41.795,179.5710,-36.9826,52.388
179.4421,-36.8921,32.697,179.4606,-36.9231,44.066,179.4775,-36.9515,54.487
179.3446,-36.8518,35.692,179.3657,-36.8876,46.852,179.3851,-36.9203,57.083
179.2485,-36.8116,39.244,179.2719,-36.8513,50.197,179.2934,-36.8878,60.239
179.1536,-36.7710,43.331,179.1789,-36.8140,54.101,179.2020,-36.8534,63.973
179.0599,-36.7302,47.877,179.0866,-36.7757,58.489,179.1111,-36.8174,68.218
178.9674,-36.6893,52.780,178.9953,-36.7369,63.255,179.0210,-36.7805,72.858
178.8761,-36.6489,57.942,178.9052,-36.6984,68.280,178.9320,-36.7437,77.756
178.7864,-36.6094,63.275,178.8170,-36.6610,73.446,178.8451,-36.7083,82.770
178.6987,-36.5711,68.760,178.7310,-36.6253,78.717,178.7607,-36.6750,87.845
178.6134,-36.5344,74.404,178.6479,-36.5917,84.085,178.6796,-36.6442,92.960
178.5310,-36.4993,80.247,178.5679,-36.5599,89.598,178.6018,-36.6155,98.169
178.4516,-36.4656,86.388,178.4910,-36.5296,95.369,178.5271,-36.5883,103.602
178.3755,-36.4331,92.851,178.4173,-36.5003,101.445,178.4557,-36.5620,109.324
178.3025,-36.4017,99.674,178.3465,-36.4718,107.894,178.3869,-36.5360,115.429
178.2325,-36.3712,106.886,178.2784,-36.4436,114.760,178.3206,-36.5100,121.977
178.1654,-36.3415,114.425,178.2130,-36.4158,121.990,178.2567,-36.4839,128.924
178.1004,-36.3125,122.301,178.1494,-36.3884,129.601,178.1944,-36.4579,136.293
178.0376,-36.2841,130.485,178.0877,-36.3612,137.566,178.1337,-36.4318,144.057
177.9765,-36.2561,138.903,178.0277,-36.3341,145.803,178.0747,-36.4055,152.129
177.9167,-36.2287,147.551,177.9686,-36.3073,154.309,178.0163,-36.3793,160.505
177.8579,-36.2015,156.402,177.9104,-36.2806,163.051,177.9586,-36.3531,169.147
177.8002,-36.1745,165.398,177.8535,-36.2538,171.961,177.9024,-36.3265,177.977
177.7430,-36.1478,174.503,177.7967,-36.2274,180.999,177.8460,-36.3003,186.953
177.6860,-36.1214,183.697,177.7399,-36.2013,190.138,177.7894,-36.2745,196.041
177.6301,-36.0950,192.954,177.6845,-36.1750,199.342,177.7346,-36.2482,205.197
177.5745,-36.0690,202.220,177.6294,-36.1491,208.545,177.6799,-36.2225,214.342
177.5189,-36.0435,211.454,177.5740,-36.1241,217.699,177.6246,-36.1979,223.424
177.4646,-36.0184,220.665,177.5201,-36.0994,226.813,177.5710,-36.1735,232.449
177.4115,-35.9936,229.918,177.4678,-36.0750,235.941,177.5194,-36.1496,241.462
177.3592,-35.9699,239.257,177.4160,-36.0520,245.116,177.4681,-36.1272,250.486
177.3082,-35.9470,248.440,177.3653,-36.0300,254.108,177.4178,-36.1061,259.305
177.2593,-35.9247,257.106,177.3170,-36.0084,262.584,177.3701,-36.0852,267.605
177.2118,-35.9031,264.966,177.2701,-35.9875,270.269,177.3236,-36.0648,275.129
177.1652,-35.8823,271.905,177.2235,-35.9675,277.055,177.2770,-36.0455,281.776
177.1195,-35.8622,278.125,177.1775,-35.9482,283.140,177.2307,-36.0269,287.737
177.0751,-35.8425,283.847,177.1328,-35.9291,288.739,177.1857,-36.0085,293.223
177.0319,-35.8232,289.174,177.0894,-35.9104,293.950,177.1422,-35.9903,298.329
176.9898,-35.8042,294.166,177.0472,-35.8920,298.836,177.1000,-35.9723,303.116
176.9488,-35.7856,298.872,177.0062,-35.8738,303.440,177.0589,-35.9546,307.627
176.9087,-35.7674,303.323,176.9661,-35.8559,307.796,177.0188,-35.9371,311.896
176.8695,-35.7494,307.549,176.9268,-35.8384,311.931,176.9795,-35.9198,315.949
176.8310,-35.7319,311.570,176.8884,-35.8211,315.867,176.9411,-35.9029,319.805
176.7934,-35.7146,315.405,176.8508,-35.8041,319.620,176.9035,-35.8862,323.484
176.7564,-35.6976,319.068,176.8138,-35.7875,323.206,176.8666,-35.8698,326.998
176.7202,-35.6810,322.575,176.7776,-35.7711,326.637,176.8303,-35.8536,330.362
176.6846,-35.6646,325.934,176.7420,-35.7549,329.926,176.7947,-35.8377,333.585
176.6496,-35.6485,329.158,176.7070,-35.7391,333.082,176.7597,-35.8221,336.678
176.6152,-35.6326,332.255,176.6726,-35.7234,336.113,176.7254,-35.8066,339.650
176.5814,-35.6170,335.232,176.6388,-35.7081,339.028,176.6916,-35.7914,342.507
176.5482,-35.6017,338.098,176.6056,-35.6929,341.833,176.6583,-35.7765,345.257
176.5155,-35.5866,340.859,176.5729,-35.6780,344.536,176.6257,-35.7617,347.907
176.4833,-35.5717,343.522,176.5407,-35.6632,347.143,176.5935,-35.7471,350.462
176.4516,-35.5570,346.091,176.5090,-35.6487,349.658,176.5618,-35.7328,352.928
176.4204,-35.5425,348.572,176.4778,-35.6344,352.087,176.5306,-35.7186,355.309
176.3897,-35.5283,350.970,176.4471,-35.6203,354.435,176.4999,-35.7046,357.611
176.3594,-35.5142,353.289,176.4168,-35.6064,356.705,176.4696,-35.6908,359.837
176.3295,-35.5003,355.534,176.3870,-35.5926,358.903,176.4397,-35.6772,361.991
176.3001,-35.4866,357.707,176.3575,-35.5790,361.031,176.4103,-35.6637,364.077
176.2710,-35.4731,359.813,176.3285,-35.5656,363.093,176.3813,-35.6505,366.099
176.2424,-35.4597,361.855,176.2998,-35.5524,365.092,176.3526,-35.6373,368.059
176.2141,-35.4466,363.837,176.2716,-35.5393,367.032,176.3244,-35.6244,369.961
176.1862,-35.4336,365.760,176.2437,-35.5264,368.915,176.2965,-35.6115,371.807
176.1586,-35.4207,367.627,176.2161,-35.5137,370.744,176.2690,-35.5989,373.600
176.1314,-35.4080,369.442,176.1890,-35.5011,372.521,176.2418,-35.5863,375.342
176.1046,-35.3955,371.207,176.1621,-35.4886,374.248,176.2149,-35.5740,377.036
176.0780,-35.3830,372.923,176.1356,-35.4763,375.929,176.1884,-35.5617,378.684
176.0518,-35.3708,374.593,176.1093,-35.4641,377.564,176.1622,-35.5496,380.288
176.0259,-35.3587,376.219,176.0834,-35.4521,379.156,176.1363,-35.5376,381.849
176.0002,-35.3467,377.803,176.0578,-35.4401,380.707,176.1107,-35.5258,383.370
175.9749,-35.3348,379.346,176.0325,-35.4284,382.219,176.0854,-35.5141,384.852
175.9499,-35.3231,380.851,176.0075,-35.4167,383.692,176.0604,-35.5025,386.296
175.9251,-35.3115,382.318,175.9827,-35.4052,385.128,176.0356,-35.4910,387.705
175.9006,-35.3000,383.749,175.9582,-35.3937,386.530,176.0111,-35.4796,389.079
175.8763,-35.2886,385.146,175.9339,-35.3824,387.898,175.9869,-35.4684,390.421
175.8523,-35.2774,386.509,175.9100,-35.3712,389.234,175.9629,-35.4573,391.731
175.8286,-35.2662,387.841,175.8862,-35.3602,390.538,175.9392,-35.4462,393.010
175.8051,-35.2552,389.142,175.8627,-35.3492,391.812,175.9157,-35.4353,394.260
175.7818,-35.2443,390.414,175.8395,-35.3383,393.058,175.8924,-35.4245,395.481
179.9921,-37.2381,23.682,179.9970,-37.2469,35.633,180.0016,-37.2550,46.588
179.8870,-37.1918,24.498,179.8933,-37.2027,36.422,179.8991,-37.2127,47.352
179.7830,-37.1464,25.529,179.7911,-37.1599,37.411,179.7986,-37.1723,48.302
179.6797,-37.1021,26.824,179.6900,-37.1189,38.640,179.6994,-37.1344,49.470
179.5776,-37.0590,28.428,179.5903,-37.0798,40.145,179.6019,-37.0989,50.885
179.4769,-37.0171,30.405,179.4924,-37.0424,41.984,179.5066,-37.0656,52.599
179.3775,-36.9761,32.826,179.3958,-37.0062,44.232,179.4125,-37.0337,54.687
179.2796,-36.9356,35.754,179.3005,-36.9702,46.962,179.3196,-37.0019,57.236
179.1829,-36.8952,39.215,179.2060,-36.9339,50.222,179.2272,-36.9693,60.312
179.0874,-36.8546,43.195,179.1123,-36.8966,54.017,179.1351,-36.9352,63.938
178.9930,-36.8138,47.627,179.0192,-36.8586,58.287,179.0433,-36.8997,68.058
178.8997,-36.7732,52.422,178.9270,-36.8202,62.937,178.9521,-36.8634,72.576
178.8076,-36.7329,57.486,178.8360,-36.7822,67.854,178.8620,-36.8274,77.357
178.7172,-36.6937,62.740,178.7467,-36.7454,72.933,178.7738,-36.7927,82.277
178.6286,-36.6557,68.161,178.6596,-36.7102,78.133,178.6880,-36.7602,87.274
178.5426,-36.6193,73.753,178.5753,-36.6772,83.444,178.6053,-36.7302,92.328
178.4592,-36.5845,79.568,178.4938,-36.6460,88.924,178.5254,-36.7023,97.501
178.3791,-36.5510,85.680,178.4157,-36.6161,94.666,178.4493,-36.6758,102.902
178.3019,-36.5190,92.106,178.3401,-36.5876,100.704,178.3752,-36.6504,108.584
178.2282,-36.4878,98.923,178.2682,-36.5594,107.146,178.3049,-36.6250,114.683
178.1579,-36.4574,106.130,178.1997,-36.5314,114.007,178.2381,-36.5992,121.229
178.0898,-36.4280,113.655,178.1327,-36.5041,121.222,178.1722,-36.5739,128.159
178.0246,-36.3990,121.533,178.0688,-36.4768,128.836,178.1094,-36.5481,135.531
177.9616,-36.3707,129.707,178.0069,-36.4497,136.789,178.0484,-36.5221,143.281
177.9000,-36.3430,138.110,177.9460,-36.4230,145.007,177.9882,-36.4963,151.330
177.8402,-36.3156,146.748,177.8870,-36.3963,153.498,177.9299,-36.4703,159.686
177.7816,-36.2885,155.582,177.8291,-36.3697,162.215,177.8728,-36.4441,168.295
177.7238,-36.2617,164.552,177.7720,-36.3433,171.088,177.8162,-36.4181,177.079
177.6669,-36.2352,173.631,177.7156,-36.3171,180.086,177.7603,-36.3922,186.004
177.6106,-36.2090,182.797,177.6598,-36.2911,189.184,177.7049,-36.3664,195.038
177.5552,-36.1829,192.026,177.6050,-36.2652,198.343,177.6508,-36.3406,204.135
177.5003,-36.1572,201.263,177.5507,-36.2397,207.503,177.5970,-36.3154,213.223
177.4459,-36.1320,210.479,177.4967,-36.2150,216.626,177.5433,-36.2910,222.260
177.3927,-36.1072,219.697,177.4442,-36.1906,225.734,177.4915,-36.2669,231.267
177.3407,-36.0830,228.975,177.3931,-36.1667,234.876,177.4412,-36.2434,240.285
177.2896,-36.0596,238.323,177.3426,-36.1440,244.056,177.3913,-36.2214,249.310
177.2400,-36.0371,247.486,177.2937,-36.1222,253.030,177.3429,-36.2003,258.112
177.1925,-36.0150,256.107,177.2471,-36.1008,261.465,177.2972,-36.1793,266.377
177.1463,-35.9938,263.917,177.2016,-36.0800,269.104,177.2523,-36.1591,273.860
177.1008,-35.9734,270.824,177.1561,-36.0603,275.863,177.2069,-36.1400,280.481
177.0563,-35.9536,277.027,177.1115,-36.0412,281.933,177.1622,-36.1215,286.431
177.0132,-35.9341,282.744,177.0684,-36.0223,287.529,177.1191,-36.1031,291.915
176.9713,-35.9150,288.079,177.0267,-36.0036,292.752,177.0775,-36.0848,297.035
176.9305,-35.8963,293.092,176.9861,-35.9852,297.660,177.0371,-36.0667,301.848
176.8907,-35.8779,297.826,176.9464,-35.9672,302.296,176.9977,-36.0490,306.393
176.8517,-35.8599,302.313,176.9076,-35.9494,306.690,176.9590,-36.0315,310.703
176.8135,-35.8422,306.577,176.8696,-35.9321,310.867,176.9211,-36.0144,314.799
176.7760,-35.8249,310.639,176.8322,-35.9150,314.846,176.8839,-35.9975,318.702
176.7392,-35.8079,314.516,176.7956,-35.8983,318.644,176.8474,-35.9810,322.428
176.7031,-35.7913,318.223,176.7596,-35.8818,322.276,176.8115,-35.9648,325.991
176.6677,-35.7749,321.771,176.7243,-35.8656,325.752,176.7763,-35.9488,329.402
176.6329,-35.7588,325.173,176.6895,-35.8497,329.085,176.7416,-35.9331,332.672
176.5987,-35.7429,328.437,176.6554,-35.8341,332.284,176.7075,-35.9176,335.810
176.5650,-35.7273,331.572,176.6218,-35.8187,335.356,176.6740,-35.9024,338.824
176.5319,-35.7120,334.588,176.5888,-35.8035,338.311,176.6410,-35.8874,341.724
176.4994,-35.6969,337.490,176.5563,-35.7886,341.155,176.6086,-35.8726,344.514
176.4674,-35.6820,340.286,176.5243,-35.7738,343.894,176.5767,-35.8580,347.202
176.4358,-35.6674,342.981,176.4928,-35.7593,346.535,176.5452,-35.8436,349.794
176.4047,-35.6529,345.582,176.4618,-35.7450,349.084,176.5143,-35.8294,352.294
176.3741,-35.6387,348.093,176.4313,-35.7309,351.545,176.4838,-35.8154,354.709
176.3440,-35.6246,350.520,176.4012,-35.7170,353.923,176.4537,-35.8016,357.042
176.3143,-35.6108,352.866,176.3715,-35.7032,356.222,176.4241,-35.7879,359.298
176.2850,-35.5971,355.137,176.3423,-35.6897,358.447,176.3949,-35.7745,361.481
176.2561,-35.5836,357.335,176.3134,-35.6763,360.601,176.3661,-35.7612,363.595
176.2275,-35.5703,359.465,176.2850,-35.6631,362.688,176.3377,-35.7481,365.643
176.1994,-35.5572,361.530,176.2569,-35.6500,364.711,176.3097,-35.7351,367.628
176.1716,-35.5442,363.533,176.2292,-35.6371,366.674,176.2820,-35.7223,369.554
176.1442,-35.5314,365.477,176.2018,-35.6244,368.579,176.2547,-35.7096,371.423
176.1171,-35.5187,367.364,176.1748,-35.6118,370.429,176.2277,-35.6971,373.238
176.0904,-35.5062,369.198,176.1481,-35.5993,372.226,176.2010,-35.6847,375.001
176.0640,-35.4938,370.981,176.1217,-35.5870,373.973,176.1747,-35.6725,376.715
176.0379,-35.4816,372.715,176.0956,-35.5749,375.672,176.1487,-35.6604,378.382
176.0121,-35.4695,374.401,176.0699,-35.5629,377.325,176.1230,-35.6484,380.004
175.9866,-35.4575,376.044,176.0444,-35.5510,378.934,176.0976,-35.6366,381.584
175.9614,-35.4457,377.643,176.0193,-35.5392,380.501,176.0724,-35.6249,383.122
175.9365,-35.4340,379.201,175.9944,-35.5276,382.028,176.0476,-35.6133,384.620
175.9118,-35.4225,380.720,175.9698,-35.5161,383.517,176.0230,-35.6019,386.081
175.8874,-35.4110,382.201,175.9454,-35.5047,384.968,175.9987,-35.5905,387.505
175.8633,-35.3997,383.645,175.9213,-35.4934,386.384,175.9746,-35.5793,388.894
175.8394,-35.3885,385.055,175.8975,-35.4823,387.766,175.9508,-35.5682,390.250
175.8158,-35.3774,386.431,175.8739,-35.4712,389.114,175.9272,-35.5572,391.574
175.7924,-35.3664,387.775,175.8505,-35.4603,390.431,175.9039,-35.5463,392.866
175.7693,-35.3556,389.088,175.8274,-35.4495,391.718,175.8808,-35.5355,394.129
175.7463,-35.3448,390.371,175.8045,-35.4387,392.976,175.8579,-35.5248,395.363
180.0332,-37.3718,22.819,180.0361,-37.3798,34.783,180.0388,-37.3871,45.749
179.9271,-37.3247,23.710,179.9309,-37.3342,35.658,179.9343,-37.3429,46.610
179.8217,-37.2782,24.567,179.8265,-37.2897,36.490,179.8310,-37.3002,47.419
179.7173,-37.2327,25.632,179.7238,-37.2467,37.514,179.7298,-37.2595,48.406
179.6137,-37.1882,26.945,179.6221,-37.2054,38.765,179.6299,-37.2211,49.600
179.5113,-37.1448,28.552,179.5221,-37.1658,40.281,179.5320,-37.1850,51.031
179.4104,-37.1025,30.511,179.4240,-37.1277,42.111,179.4365,-37.1508,52.745
179.3109,-37.0612,32.892,179.3274,-37.0909,44.327,179.3426,-37.1182,54.810
179.2131,-37.0203,35.751,179.2327,-37.0544,46.995,179.2506,-37.0857,57.303
179.1166,-36.9796,39.126,179.1388,-37.0177,50.172,179.1591,-37.0527,60.297
179.0214,-36.9387,43.007,179.0460,-36.9802,53.865,179.0685,-37.0182,63.818
178.9272,-36.8979,47.343,178.9536,-36.9421,58.032,178.9778,-36.9826,67.831
178.8341,-36.8571,52.055,178.8619,-36.9036,62.593,178.8875,-36.9462,72.253
178.7422,-36.8168,57.046,178.7713,-36.8655,67.429,178.7981,-36.9102,76.948
178.6515,-36.7776,62.245,178.6819,-36.8287,72.451,178.7098,-36.8757,81.806
178.5629,-36.7395,67.624,178.5948,-36.7936,77.607,178.6241,-36.8431,86.758
178.4765,-36.7032,73.181,178.5100,-36.7606,82.883,178.5407,-36.8133,91.776
178.3928,-36.6684,78.969,178.4280,-36.7295,88.339,178.4604,-36.7854,96.929
178.3121,-36.6350,85.058,178.3491,-36.6997,94.059,178.3831,-36.7591,102.310
178.2342,-36.6030,91.462,178.2725,-36.6714,100.078,178.3077,-36.7341,107.976
178.1598,-36.5719,98.262,178.1996,-36.6434,106.506,178.2361,-36.7089,114.063
178.0886,-36.5417,105.447,178.1297,-36.6158,113.347,178.1674,-36.6837,120.588
178.0196,-36.5124,112.956,178.0614,-36.5888,120.545,178.0999,-36.6589,127.501
