clon,clat,cdep,lon1,lat1,dep1,lon2,lat2,dep2,lon3,lat3,dep3,lon4,lat4,dep4
176.0309,-35.8969,370.961,176.0629,-35.8533,370.263,176.0240,-35.9525,369.842,175.9991,-35.9407,371.665,176.0376,-35.8413,372.076
176.0060,-35.8851,372.755,176.0376,-35.8413,372.076,175.9991,-35.9407,371.665,175.9745,-35.9289,373.437,176.0126,-35.8294,373.839
175.9813,-35.8734,374.498,176.0126,-35.8294,373.839,175.9745,-35.9289,373.437,175.9502,-35.9174,375.162,175.9878,-35.8177,375.554
175.9568,-35.8618,376.195,175.9878,-35.8177,375.554,175.9502,-35.9174,375.162,175.9261,-35.9059,376.839,175.9633,-35.8061,377.223
175.9327,-35.8503,377.846,175.9633,-35.8061,377.223,175.9261,-35.9059,376.839,175.9023,-35.8946,378.473,175.9390,-35.7947,378.848
175.9088,-35.8390,379.454,175.9390,-35.7947,378.848,175.9023,-35.8946,378.473,175.8787,-35.8834,380.065,175.9151,-35.7833,380.431
175.8851,-35.8278,381.021,175.9151,-35.7833,380.431,175.8787,-35.8834,380.065,175.8554,-35.8723,381.616,175.8913,-35.7721,381.973
175.8617,-35.8167,382.548,175.8913,-35.7721,381.973,175.8554,-35.8723,381.616,175.8322,-35.8613,383.128,175.8678,-35.7610,383.476
175.8385,-35.8057,384.037,175.8678,-35.7610,383.476,175.8322,-35.8613,383.128,175.8094,-35.8504,384.603,175.8446,-35.7500,384.942
175.8155,-35.7948,385.490,175.8446,-35.7500,384.942,175.8094,-35.8504,384.603,175.7867,-35.8397,386.043,175.8216,-35.7391,386.373
175.7928,-35.7840,386.908,175.8216,-35.7391,386.373,175.7867,-35.8397,386.043,175.7642,-35.8290,387.448,175.7988,-35.7284,387.769
175.7703,-35.7734,388.292,175.7988,-35.7284,387.769,175.7642,-35.8290,387.448,175.7420,-35.8185,388.820,175.7762,-35.7177,389.132
175.7480,-35.7628,389.644,175.7762,-35.7177,389.132,175.7420,-35.8185,388.820,175.7200,-35.8080,390.160,175.7538,-35.7071,390.464
175.7259,-35.7524,390.965,175.7538,-35.7071,390.464,175.7200,-35.8080,390.160,175.6981,-35.7977,391.470,175.7317,-35.6967,391.765
175.7040,-35.7420,392.256,175.7317,-35.6967,391.765,175.6981,-35.7977,391.470,175.6765,-35.7874,392.751,175.7097,-35.6863,393.037
179.8575,-37.6332,34.538,179.9401,-37.6153,34.270,179.8803,-37.6981,33.828,179.7761,-37.6505,34.931,179.8333,-37.5691,35.124
179.7521,-37.5871,35.465,179.8333,-37.5691,35.124,179.7761,-37.6505,34.931,179.6718,-37.6050,35.843,179.7272,-37.5238,35.962
179.6471,-37.5424,36.410,179.7272,-37.5238,35.962,179.6718,-37.6050,35.843,179.5675,-37.5607,36.872,179.6218,-37.4801,36.964
179.5425,-37.4989,37.522,179.6218,-37.4801,36.964,179.5675,-37.5607,36.872,179.4635,-37.5171,38.104,179.5171,-37.4376,38.150
179.4384,-37.4566,38.833,179.5171,-37.4376,38.150,179.4635,-37.5171,38.104,179.3602,-37.4751,39.522,179.4128,-37.3967,39.557
179.3356,-37.4162,40.357,179.4128,-37.3967,39.557,179.3602,-37.4751,39.522,179.2589,-37.4353,41.148,179.3103,-37.3577,41.202
179.2339,-37.3781,42.129,179.3103,-37.3577,41.202,179.2589,-37.4353,41.148,179.1581,-37.3984,43.025,179.2082,-37.3211,43.140
179.1338,-37.3419,44.225,179.2082,-37.3211,43.140,179.1581,-37.3984,43.025,179.0597,-37.3628,45.278,179.1090,-37.2854,45.455
179.0347,-37.3070,46.724,179.1090,-37.2854,45.455,179.0597,-37.3628,45.278,178.9610,-37.3289,47.949,179.0093,-37.2509,48.213
178.9371,-37.2723,49.707,179.0093,-37.2509,48.213,178.9610,-37.3289,47.949,178.8641,-37.2942,51.169,178.9140,-37.2151,51.498
178.8404,-37.2370,53.215,178.9140,-37.2151,51.498,178.8641,-37.2942,51.169,178.7669,-37.2594,54.902,178.8167,-37.1794,55.290
178.7452,-37.2008,57.231,178.8167,-37.1794,55.290,178.7669,-37.2594,54.902,178.6717,-37.2230,59.162,178.7256,-37.1413,59.570
178.6512,-37.1638,61.699,178.7256,-37.1413,59.570,178.6717,-37.2230,59.162,178.5769,-37.1865,63.814,178.6307,-37.1043,64.251
178.5592,-37.1265,66.489,178.6307,-37.1043,64.251,178.5769,-37.1865,63.814,178.4848,-37.1496,68.753,178.5442,-37.0656,69.138
178.4690,-37.0897,71.524,178.5442,-37.0656,69.138,178.4848,-37.1496,68.753,178.3937,-37.1141,73.896,178.4532,-37.0295,74.307
178.3812,-37.0543,76.694,178.4532,-37.0295,74.307,178.3937,-37.1141,73.896,178.3067,-37.0798,79.117,178.3713,-36.9938,79.456
178.2966,-37.0204,81.987,178.3713,-36.9938,79.456,178.3067,-37.0798,79.117,178.2209,-37.0475,84.522,178.2876,-36.9606,84.855
178.2147,-36.9883,87.453,178.2876,-36.9606,84.855,178.2209,-37.0475,84.522,178.1405,-37.0164,90.055,178.2097,-36.9286,90.379
178.1363,-36.9573,93.130,178.2097,-36.9286,90.379,178.1405,-37.0164,90.055,178.0614,-36.9864,95.900,178.1337,-36.8978,96.187
178.0607,-36.9273,99.138,178.1337,-36.8978,96.187,178.0614,-36.9864,95.900,177.9872,-36.9568,102.104,178.0605,-36.8681,102.363
177.9885,-36.8978,105.479,178.0605,-36.8681,102.363,177.9872,-36.9568,102.104,177.9155,-36.9276,108.582,177.9909,-36.8388,108.868
177.9190,-36.8689,112.147,177.9909,-36.8388,108.868,177.9155,-36.9276,108.582,177.8462,-36.8992,115.408,177.9235,-36.8102,115.731
177.8521,-36.8407,119.197,177.9235,-36.8102,115.731,177.8462,-36.8992,115.408,177.7809,-36.8712,122.626,177.8581,-36.7821,123.023
177.7881,-36.8128,126.539,177.8581,-36.7821,123.023,177.7809,-36.8712,122.626,177.7179,-36.8435,129.915,177.7958,-36.7543,130.593
177.7263,-36.7854,134.159,177.7958,-36.7543,130.593,177.7179,-36.8435,129.915,177.6566,-36.8166,137.678,177.7348,-36.7271,138.451
177.6659,-36.7586,142.136,177.7348,-36.7271,138.451,177.6566,-36.8166,137.678,177.5976,-36.7901,145.794,177.6748,-36.7007,146.621
177.6079,-36.7322,150.310,177.6748,-36.7007,146.621,177.5976,-36.7901,145.794,177.5415,-36.7636,153.836,177.6177,-36.6742,154.988
177.5517,-36.7060,158.635,177.6177,-36.6742,154.988,177.5415,-36.7636,153.836,177.4861,-36.7379,162.200,177.5615,-36.6484,163.517
177.4960,-36.6807,167.231,177.5615,-36.6484,163.517,177.4861,-36.7379,162.200,177.4310,-36.7131,170.975,177.5052,-36.6236,172.232
177.4417,-36.6559,175.975,177.5052,-36.6236,172.232,177.4310,-36.7131,170.975,177.3792,-36.6882,179.597,177.4514,-36.5987,181.097
177.3898,-36.6312,184.739,177.4514,-36.5987,181.097,177.3792,-36.6882,179.597,177.3293,-36.6636,188.228,177.3994,-36.5741,190.034
177.3382,-36.6074,193.615,177.3994,-36.5741,190.034,177.3293,-36.6636,188.228,177.2780,-36.6407,197.234,177.3462,-36.5510,198.965
177.2870,-36.5845,202.602,177.3462,-36.5510,198.965,177.2780,-36.6407,197.234,177.2289,-36.6181,206.232,177.2947,-36.5283,207.977
177.2381,-36.5618,211.609,177.2947,-36.5283,207.977,177.2289,-36.6181,206.232,177.1829,-36.5954,215.146,177.2461,-36.5055,217.081
177.1911,-36.5396,220.692,177.2461,-36.5055,217.081,177.1829,-36.5954,215.146,177.1375,-36.5737,224.246,177.1981,-36.4837,226.295
177.1442,-36.5187,229.922,177.1981,-36.4837,226.295,177.1375,-36.5737,224.246,177.0917,-36.5536,233.591,177.1495,-36.4636,235.554
177.0982,-36.4987,239.098,177.1495,-36.4636,235.554,177.0917,-36.5536,233.591,177.0481,-36.5339,242.633,177.1035,-36.4438,244.615
177.0547,-36.4790,247.908,177.1035,-36.4438,244.615,177.0481,-36.5339,242.633,177.0068,-36.5144,251.067,177.0604,-36.4240,253.318
177.0127,-36.4598,256.104,177.0604,-36.4240,253.318,177.0068,-36.5144,251.067,176.9656,-36.4960,258.792,177.0182,-36.4049,261.238
176.9701,-36.4419,263.436,177.0182,-36.4049,261.238,176.9656,-36.4960,258.792,176.9227,-36.4791,265.852,176.9739,-36.3875,267.864
176.9268,-36.4250,270.045,176.9739,-36.3875,267.864,176.9227,-36.4791,265.852,176.8795,-36.4630,272.373,176.9312,-36.3703,274.091
176.8845,-36.4084,276.220,176.9312,-36.3703,274.091,176.8795,-36.4630,272.373,176.8374,-36.4470,278.456,176.8898,-36.3533,279.959
176.8434,-36.3919,282.020,176.8898,-36.3533,279.959,176.8374,-36.4470,278.456,176.7969,-36.4310,284.165,176.8496,-36.3364,285.500
176.8038,-36.3755,287.489,176.8496,-36.3364,285.500,176.7969,-36.4310,284.165,176.7579,-36.4150,289.545,176.8107,-36.3197,290.744
176.7654,-36.3592,292.657,176.8107,-36.3197,290.744,176.7579,-36.4150,289.545,176.7203,-36.3989,294.626,176.7728,-36.3032,295.714
176.7282,-36.3430,297.552,176.7728,-36.3032,295.714,176.7203,-36.3989,294.626,176.6839,-36.3830,299.437,176.7358,-36.2869,300.433
176.6920,-36.3269,302.197,176.7358,-36.2869,300.433,176.6839,-36.3830,299.437,176.6486,-36.3671,303.999,176.6998,-36.2707,304.920
176.6568,-36.3110,306.611,176.6998,-36.2707,304.920,176.6486,-36.3671,303.999,176.6141,-36.3514,308.333,176.6646,-36.2548,309.192
176.6223,-36.2953,310.812,176.6646,-36.2548,309.192,176.6141,-36.3514,308.333,176.5804,-36.3359,312.457,176.6302,-36.2390,313.264
176.5886,-36.2797,314.815,176.6302,-36.2390,313.264,176.5804,-36.3359,312.457,176.5474,-36.3205,316.387,176.5965,-36.2235,317.152
176.5556,-36.2644,318.636,176.5965,-36.2235,317.152,176.5474,-36.3205,316.387,176.5151,-36.3054,320.138,176.5635,-36.2082,320.867
176.5232,-36.2492,322.287,176.5635,-36.2082,320.867,176.5151,-36.3054,320.138,176.4834,-36.2904,323.721,176.5310,-36.1930,324.421
176.4914,-36.2343,325.780,176.5310,-36.1930,324.421,176.4834,-36.2904,323.721,176.4522,-36.2756,327.150,176.4991,-36.1781,327.825
176.4602,-36.2195,329.125,176.4991,-36.1781,327.825,176.4522,-36.2756,327.150,176.4216,-36.2611,330.435,176.4678,-36.1634,331.089
176.4295,-36.2050,332.333,176.4678,-36.1634,331.089,176.4216,-36.2611,330.435,176.3915,-36.2467,333.586,176.4370,-36.1489,334.222
176.3993,-36.1906,335.413,176.4370,-36.1489,334.222,176.3915,-36.2467,333.586,176.3619,-36.2325,336.611,176.4067,-36.1345,337.232
176.3695,-36.1765,338.372,176.4067,-36.1345,337.232,176.3619,-36.2325,336.611,176.3327,-36.2185,339.519,176.3769,-36.1204,340.127
176.3402,-36.1625,341.219,176.3769,-36.1204,340.127,176.3327,-36.2185,339.519,176.3039,-36.2047,342.317,176.3475,-36.1065,342.914
176.3114,-36.1488,343.960,176.3475,-36.1065,342.914,176.3039,-36.2047,342.317,176.2756,-36.1911,345.012,176.3185,-36.0927,345.598
176.2829,-36.1352,346.602,176.3185,-36.0927,345.598,176.2756,-36.1911,345.012,176.2476,-36.1777,347.610,176.2899,-36.0791,348.187
176.2548,-36.1218,349.150,176.2899,-36.0791,348.187,176.2476,-36.1777,347.610,176.2200,-36.1644,350.117,176.2618,-36.0657,350.686
176.2272,-36.1085,351.611,176.2618,-36.0657,350.686,176.2200,-36.1644,350.117,176.1928,-36.1514,352.539,176.2340,-36.0525,353.100
176.1998,-36.0954,353.988,176.2340,-36.0525,353.100,176.1928,-36.1514,352.539,176.1660,-36.1384,354.880,176.2066,-36.0395,355.433
176.1729,-36.0825,356.287,176.2066,-36.0395,355.433,176.1660,-36.1384,354.880,176.1394,-36.1257,357.144,176.1795,-36.0266,357.690
176.1463,-36.0698,358.511,176.1795,-36.0266,357.690,176.1394,-36.1257,357.144,176.1132,-36.1131,359.336,176.1528,-36.0139,359.875
176.1200,-36.0572,360.666,176.1528,-36.0139,359.875,176.1132,-36.1131,359.336,176.0873,-36.1007,361.460,176.1264,-36.0013,361.992
176.0940,-36.0448,362.754,176.1264,-36.0013,361.992,176.0873,-36.1007,361.460,176.0618,-36.0884,363.519,176.1004,-35.9889,364.044
176.0683,-36.0325,364.778,176.1004,-35.9889,364.044,176.0618,-36.0884,363.519,176.0365,-36.0762,365.516,176.0746,-35.9766,366.034
176.0429,-36.0204,366.743,176.0746,-35.9766,366.034,176.0365,-36.0762,365.516,176.0115,-36.0643,367.455,176.0492,-35.9645,367.966
176.0179,-36.0084,368.650,176.0492,-35.9645,367.966,176.0115,-36.0643,367.455,175.9868,-36.0524,369.338,176.0240,-35.9525,369.842
175.9931,-35.9966,370.503,176.0240,-35.9525,369.842,175.9868,-36.0524,369.338,175.9623,-36.0407,371.168,175.9991,-35.9407,371.665
175.9685,-35.9848,372.305,175.9991,-35.9407,371.665,175.9623,-36.0407,371.168,175.9381,-36.0291,372.948,175.9745,-35.9289,373.437
175.9443,-35.9733,374.057,175.9745,-35.9289,373.437,175.9381,-36.0291,372.948,175.9142,-36.0176,374.680,175.9502,-35.9174,375.162
175.9203,-35.9618,375.761,175.9502,-35.9174,375.162,175.9142,-36.0176,374.680,175.8905,-36.0063,376.365,175.9261,-35.9059,376.839
175.8965,-35.9505,377.421,175.9261,-35.9059,376.839,175.8905,-36.0063,376.365,175.8671,-35.9951,378.007,175.9023,-35.8946,378.473
175.8730,-35.9393,379.038,175.9023,-35.8946,378.473,175.8671,-35.9951,378.007,175.8439,-35.9840,379.606,175.8787,-35.8834,380.065
175.8497,-35.9282,380.613,175.8787,-35.8834,380.065,175.8439,-35.9840,379.606,175.8209,-35.9730,381.165,175.8554,-35.8723,381.616
175.8266,-35.9172,382.149,175.8554,-35.8723,381.616,175.8209,-35.9730,381.165,175.7981,-35.9622,382.686,175.8322,-35.8613,383.128
175.8038,-35.9063,383.647,175.8322,-35.8613,383.128,175.7981,-35.9622,382.686,175.7756,-35.9514,384.169,175.8094,-35.8504,384.603
175.7812,-35.8956,385.108,175.8094,-35.8504,384.603,175.7756,-35.9514,384.169,175.7532,-35.9408,385.617,175.7867,-35.8397,386.043
175.7588,-35.8849,386.534,175.7867,-35.8397,386.043,175.7532,-35.9408,385.617,175.7311,-35.9302,387.030,175.7642,-35.8290,387.448
175.7366,-35.8744,387.927,175.7642,-35.8290,387.448,175.7311,-35.9302,387.030,175.7092,-35.9198,388.411,175.7420,-35.8185,388.820
175.7147,-35.8639,389.288,175.7420,-35.8185,388.820,175.7092,-35.9198,388.411,175.6875,-35.9094,389.760,175.7200,-35.8080,390.160
175.6929,-35.8536,390.617,175.7200,-35.8080,390.160,175.6875,-35.9094,389.760,175.6659,-35.8992,391.079,175.6981,-35.7977,391.470
175.6713,-35.8433,391.917,175.6981,-35.7977,391.470,175.6659,-35.8992,391.079,175.6446,-35.8891,392.368,175.6765,-35.7874,392.751
179.6948,-37.6686,35.272,179.7761,-37.6505,34.931,179.7171,-37.7325,34.688,179.6142,-37.6865,35.625,179.6718,-37.6050,35.843
179.5909,-37.6233,36.270,179.6718,-37.6050,35.843,179.6142,-37.6865,35.625,179.5103,-37.6410,36.740,179.5675,-37.5607,36.872
179.4871,-37.5785,37.443,179.5675,-37.5607,36.872,179.5103,-37.6410,36.740,179.4068,-37.5952,38.055,179.4635,-37.5171,38.104
179.3837,-37.5348,38.791,179.4635,-37.5171,38.104,179.4068,-37.5952,38.055,179.3043,-37.5519,39.486,179.3602,-37.4751,39.522
179.2820,-37.4931,40.311,179.3602,-37.4751,39.522,179.3043,-37.5519,39.486,179.2045,-37.5099,41.088,179.2589,-37.4353,41.148
179.1820,-37.4537,42.041,179.2589,-37.4353,41.148,179.2045,-37.5099,41.088,179.1064,-37.4713,42.905,179.1581,-37.3984,43.025
179.0837,-37.4169,44.064,179.1581,-37.3984,43.025,179.1064,-37.4713,42.905,179.0104,-37.4349,45.047,179.0597,-37.3628,45.278
178.9865,-37.3818,46.474,179.0597,-37.3628,45.278,179.0104,-37.4349,45.047,178.9149,-37.4004,47.619,178.9610,-37.3289,47.949
178.8898,-37.3476,49.364,178.9610,-37.3289,47.949,178.9149,-37.4004,47.619,178.8193,-37.3668,50.717,178.8641,-37.2942,51.169
178.7935,-37.3133,52.788,178.8641,-37.2942,51.169,178.8193,-37.3668,50.717,178.7238,-37.3327,54.366,178.7669,-37.2594,54.902
178.6975,-37.2784,56.753,178.7669,-37.2594,54.902,178.7238,-37.3327,54.366,178.6275,-37.2985,58.581,178.6717,-37.2230,59.162
178.6022,-37.2428,61.189,178.6717,-37.2230,59.162,178.6275,-37.2985,58.581,178.5326,-37.2633,63.197,178.5769,-37.1865,63.814
178.5080,-37.2070,65.988,178.5769,-37.1865,63.814,178.5326,-37.2633,63.197,178.4377,-37.2287,68.187,178.4848,-37.1496,68.753
178.4154,-37.1718,71.040,178.4848,-37.1496,68.753,178.4377,-37.2287,68.187,178.3456,-37.1949,73.324,178.3937,-37.1141,73.896
178.3255,-37.1379,76.225,178.3937,-37.1141,73.896,178.3456,-37.1949,73.324,178.2561,-37.1627,78.565,178.3067,-37.0798,79.117
178.2379,-37.1057,81.553,178.3067,-37.0798,79.117,178.2561,-37.1627,78.565,178.1678,-37.1326,84.006,178.2209,-37.0475,84.522
178.1540,-37.0749,87.026,178.2209,-37.0475,84.522,178.1678,-37.1326,84.006,178.0866,-37.1031,89.523,178.1405,-37.0164,90.055
178.0728,-37.0452,92.737,178.1405,-37.0164,90.055,178.0866,-37.1031,89.523,178.0029,-37.0751,95.470,178.0614,-36.9864,95.900
177.9950,-37.0159,98.840,178.0614,-36.9864,95.900,178.0029,-37.0751,95.470,177.9284,-37.0452,101.885,177.9872,-36.9568,102.104
177.9208,-36.9866,105.293,177.9872,-36.9568,102.104,177.9284,-37.0452,101.885,177.8520,-37.0166,108.600,177.9155,-36.9276,108.582
177.8485,-36.9580,112.035,177.9155,-36.9276,108.582,177.8520,-37.0166,108.600,177.7801,-36.9887,115.548,177.8462,-36.8992,115.408
177.7800,-36.9302,119.041,177.8462,-36.8992,115.408,177.7801,-36.9887,115.548,177.7128,-36.9618,122.584,177.7809,-36.8712,122.626
177.7144,-36.9032,126.217,177.7809,-36.8712,122.626,177.7128,-36.9618,122.584,177.6459,-36.9363,129.746,177.7179,-36.8435,129.915
177.6510,-36.8766,133.691,177.7179,-36.8435,129.915,177.6459,-36.9363,129.746,177.5836,-36.9100,137.425,177.6566,-36.8166,137.678
177.5903,-36.8501,141.590,177.6566,-36.8166,137.678,177.5836,-36.9100,137.425,177.5237,-36.8837,145.463,177.5976,-36.7901,145.794
177.5318,-36.8239,149.679,177.5976,-36.7901,145.794,177.5237,-36.8837,145.463,177.4643,-36.8583,153.623,177.5415,-36.7636,153.836
177.4749,-36.7983,157.892,177.5415,-36.7636,153.836,177.4643,-36.8583,153.623,177.4076,-36.8334,161.908,177.4861,-36.7379,162.200
177.4196,-36.7734,166.330,177.4861,-36.7379,162.200,177.4076,-36.8334,161.908,177.3536,-36.8092,170.236,177.4310,-36.7131,170.975
177.3663,-36.7490,174.845,177.4310,-36.7131,170.975,177.3536,-36.8092,170.236,177.3013,-36.7855,178.572,177.3792,-36.6882,179.597
177.3151,-36.7249,183.379,177.3792,-36.6882,179.597,177.3013,-36.7855,178.572,177.2505,-36.7624,187.120,177.3293,-36.6636,188.228
177.2647,-36.7017,192.132,177.3293,-36.6636,188.228,177.2505,-36.7624,187.120,177.2011,-36.7398,195.946,177.2780,-36.6407,197.234
177.2155,-36.6790,201.050,177.2780,-36.6407,197.234,177.2011,-36.7398,195.946,177.1539,-36.7174,204.789,177.2289,-36.6181,206.232
177.1686,-36.6566,209.942,177.2289,-36.6181,206.232,177.1539,-36.7174,204.789,177.1089,-36.6953,213.602,177.1829,-36.5954,215.146
177.1233,-36.6347,218.933,177.1829,-36.5954,215.146,177.1089,-36.6953,213.602,177.0641,-36.6743,222.739,177.1375,-36.5737,224.246
177.0783,-36.6140,228.168,177.1375,-36.5737,224.246,177.0641,-36.6743,222.739,177.0197,-36.6544,232.098,177.0917,-36.5536,233.591
177.0345,-36.5941,237.345,177.0917,-36.5536,233.591,177.0197,-36.6544,232.098,176.9785,-36.6346,241.059,177.0481,-36.5339,242.633
176.9936,-36.5744,246.043,177.0481,-36.5339,242.633,176.9785,-36.6346,241.059,176.9408,-36.6147,249.414,177.0068,-36.5144,251.067
176.9541,-36.5552,254.102,177.0068,-36.5144,251.067,176.9408,-36.6147,249.414,176.9033,-36.5957,257.136,176.9656,-36.4960,258.792
176.9130,-36.5375,261.517,176.9656,-36.4960,258.792,176.9033,-36.5957,257.136,176.8604,-36.5793,264.287,176.9227,-36.4791,265.852
176.8702,-36.5212,268.366,176.9227,-36.4791,265.852,176.8604,-36.5793,264.287,176.8183,-36.5632,270.953,176.8795,-36.4630,272.373
176.8283,-36.5050,274.742,176.8795,-36.4630,272.373,176.8183,-36.5632,270.953,176.7782,-36.5469,277.187,176.8374,-36.4470,278.456
176.7881,-36.4889,280.710,176.8374,-36.4470,278.456,176.7782,-36.5469,277.187,176.7399,-36.5305,283.031,176.7969,-36.4310,284.165
176.7494,-36.4726,286.316,176.7969,-36.4310,284.165,176.7399,-36.5305,283.031,176.7029,-36.5141,288.522,176.7579,-36.4150,289.545
176.7121,-36.4564,291.596,176.7579,-36.4150,289.545,176.7029,-36.5141,288.522,176.6671,-36.4978,293.693,176.7203,-36.3989,294.626
176.6759,-36.4403,296.583,176.7203,-36.3989,294.626,176.6671,-36.4978,293.693,176.6322,-36.4817,298.576,176.6839,-36.3830,299.437
176.6407,-36.4244,301.301,176.6839,-36.3830,299.437,176.6322,-36.4817,298.576,176.5982,-36.4657,303.194,176.6486,-36.3671,303.999
176.6064,-36.4086,305.775,176.6486,-36.3671,303.999,176.5982,-36.4657,303.194,176.5649,-36.4500,307.573,176.6141,-36.3514,308.333
176.5729,-36.3929,310.024,176.6141,-36.3514,308.333,176.5649,-36.4500,307.573,176.5323,-36.4344,311.731,176.5804,-36.3359,312.457
176.5401,-36.3775,314.066,176.5804,-36.3359,312.457,176.5323,-36.4344,311.731,176.5003,-36.4191,315.688,176.5474,-36.3205,316.387
176.5079,-36.3622,317.918,176.5474,-36.3205,316.387,176.5003,-36.4191,315.688,176.4688,-36.4040,319.458,176.5151,-36.3054,320.138
176.4763,-36.3472,321.594,176.5151,-36.3054,320.138,176.4688,-36.4040,319.458,176.4379,-36.3890,323.057,176.4834,-36.2904,323.721
176.4453,-36.3324,325.107,176.4834,-36.2904,323.721,176.4379,-36.3890,323.057,176.4076,-36.3743,326.497,176.4522,-36.2756,327.150
176.4148,-36.3177,328.468,176.4522,-36.2756,327.150,176.4076,-36.3743,326.497,176.3777,-36.3599,329.791,176.4216,-36.2611,330.435
176.3848,-36.3033,331.690,176.4216,-36.2611,330.435,176.3777,-36.3599,329.791,176.3483,-36.3456,332.948,176.3915,-36.2467,333.586
176.3552,-36.2891,334.780,176.3915,-36.2467,333.586,176.3483,-36.3456,332.948,176.3193,-36.3315,335.978,176.3619,-36.2325,336.611
176.3261,-36.2750,337.749,176.3619,-36.2325,336.611,176.3193,-36.3315,335.978,176.2907,-36.3176,338.889,176.3327,-36.2185,339.519
176.2975,-36.2612,340.604,176.3327,-36.2185,339.519,176.2907,-36.3176,338.889,176.2626,-36.3039,341.690,176.3039,-36.2047,342.317
176.2692,-36.2475,343.351,176.3039,-36.2047,342.317,176.2626,-36.3039,341.690,176.2348,-36.2904,344.387,176.2756,-36.1911,345.012
176.2413,-36.2341,345.999,176.2756,-36.1911,345.012,176.2348,-36.2904,344.387,176.2074,-36.2771,346.988,176.2476,-36.1777,347.610
176.2139,-36.2208,348.553,176.2476,-36.1777,347.610,176.2074,-36.2771,346.988,176.1804,-36.2639,349.497,176.2200,-36.1644,350.117
176.1867,-36.2077,351.018,176.2200,-36.1644,350.117,176.1804,-36.2639,349.497,176.1537,-36.2510,351.921,176.1928,-36.1514,352.539
176.1599,-36.1947,353.401,176.1928,-36.1514,352.539,176.1537,-36.2510,351.921,176.1273,-36.2382,354.263,176.1660,-36.1384,354.880
176.1335,-36.1820,355.704,176.1660,-36.1384,354.880,176.1273,-36.2382,354.263,176.1013,-36.2255,356.530,176.1394,-36.1257,357.144
176.1074,-36.1693,357.934,176.1394,-36.1257,357.144,176.1013,-36.2255,356.530,176.0756,-36.2131,358.725,176.1132,-36.1131,359.336
176.0816,-36.1569,360.093,176.1132,-36.1131,359.336,176.0756,-36.2131,358.725,176.0502,-36.2007,360.852,176.0873,-36.1007,361.460
176.0561,-36.1446,362.186,176.0873,-36.1007,361.460,176.0502,-36.2007,360.852,176.0250,-36.1886,362.914,176.0618,-36.0884,363.519
176.0309,-36.1324,364.216,176.0618,-36.0884,363.519,176.0250,-36.1886,362.914,176.0002,-36.1766,364.915,176.0365,-36.0762,365.516
176.0059,-36.1204,366.186,176.0365,-36.0762,365.516,176.0002,-36.1766,364.915,175.9756,-36.1647,366.858,176.0115,-36.0643,367.455
175.9813,-36.1086,368.099,176.0115,-36.0643,367.455,175.9756,-36.1647,366.858,175.9513,-36.1529,368.746,175.9868,-36.0524,369.338
175.9569,-36.0968,369.958,175.9868,-36.0524,369.338,175.9513,-36.1529,368.746,175.9273,-36.1413,370.581,175.9623,-36.0407,371.168
175.9328,-36.0852,371.766,175.9623,-36.0407,371.168,175.9273,-36.1413,370.581,175.9035,-36.1299,372.366,175.9381,-36.0291,372.948
175.9089,-36.0738,373.525,175.9381,-36.0291,372.948,175.9035,-36.1299,372.366,175.8799,-36.1185,374.104,175.9142,-36.0176,374.680
175.8853,-36.0624,375.236,175.9142,-36.0176,374.680,175.8799,-36.1185,374.104,175.8566,-36.1073,375.795,175.8905,-36.0063,376.365
175.8619,-36.0512,376.903,175.8905,-36.0063,376.365,175.8566,-36.1073,375.795,175.8335,-36.0962,377.443,175.8671,-35.9951,378.007
175.8388,-36.0401,378.527,175.8671,-35.9951,378.007,175.8335,-36.0962,377.443,175.8106,-36.0852,379.050,175.8439,-35.9840,379.606
175.8158,-36.0291,380.109,175.8439,-35.9840,379.606,175.8106,-36.0852,379.050,175.7880,-36.0743,380.616,175.8209,-35.9730,381.165
175.7931,-36.0183,381.653,175.8209,-35.9730,381.165,175.7880,-36.0743,380.616,175.7655,-36.0636,382.144,175.7981,-35.9622,382.686
175.7706,-36.0075,383.158,175.7981,-35.9622,382.686,175.7655,-36.0636,382.144,175.7433,-36.0529,383.635,175.7756,-35.9514,384.169
175.7483,-35.9969,384.628,175.7756,-35.9514,384.169,175.7433,-36.0529,383.635,175.7213,-36.0424,385.090,175.7532,-35.9408,385.617
175.7263,-35.9863,386.062,175.7532,-35.9408,385.617,175.7213,-36.0424,385.090,175.6994,-36.0319,386.512,175.7311,-35.9302,387.030
175.7044,-35.9759,387.464,175.7311,-35.9302,387.030,175.6994,-36.0319,386.512,175.6778,-36.0216,387.901,175.7092,-35.9198,388.411
175.6827,-35.9655,388.833,175.7092,-35.9198,388.411,175.6778,-36.0216,387.901,175.6563,-36.0113,389.259,175.6875,-35.9094,389.760
175.6612,-35.9553,390.171,175.6875,-35.9094,389.760,175.6563,-36.0113,389.259,175.6350,-36.0012,390.586,175.6659,-35.8992,391.079
175.6399,-35.9451,391.479,175.6659,-35.8992,391.079,175.6350,-36.0012,390.586,175.6139,-35.9911,391.884,175.6446,-35.8891,392.368
179.6348,-37.7530,34.954,179.7171,-37.7325,34.688,179.6553,-37.8199,34.180,179.5525,-37.7730,35.321,179.6142,-37.6865,35.625
