clon,clat,cdep,lon1,lat1,dep1,lon2,lat2,dep2,lon3,lat3,dep3,lon4,lat4,dep4
165.5757,-47.6879,73.728,165.4985,-47.7067,69.190,165.5881,-47.6309,70.007,165.6518,-47.6685,78.274,165.5644,-47.7453,77.441
165.6386,-47.7248,82.175,165.5644,-47.7453,77.441,165.6518,-47.6685,78.274,165.7114,-47.7036,86.965,165.6268,-47.7817,86.019
165.6978,-47.7594,90.990,165.6268,-47.7817,86.019,165.7114,-47.7036,86.965,165.7675,-47.7363,96.048,165.6857,-47.8160,94.926
165.7538,-47.7919,100.157,165.6857,-47.8160,94.926,165.7675,-47.7363,96.048,165.8207,-47.7670,105.505,165.7414,-47.8483,104.151
165.8073,-47.8227,109.664,165.7414,-47.8483,104.151,165.8207,-47.7670,105.505,165.8721,-47.7964,115.300,165.7948,-47.8790,113.703
165.8590,-47.8522,119.435,165.7948,-47.8790,113.703,165.8721,-47.7964,115.300,165.9224,-47.8250,125.246,165.8466,-47.9085,123.491
165.9094,-47.8809,129.371,165.8466,-47.9085,123.491,165.9224,-47.8250,125.246,165.9716,-47.8530,135.309,165.8971,-47.9372,133.439
165.9589,-47.9090,139.426,165.8971,-47.9372,133.439,165.9716,-47.8530,135.309,166.0200,-47.8805,145.456,165.9466,-47.9652,143.501
166.0073,-47.9365,149.193,165.9466,-47.9652,143.501,166.0200,-47.8805,145.456,166.0676,-47.9074,154.752,165.9951,-47.9927,153.062
166.0549,-47.9634,157.716,165.9951,-47.9927,153.062,166.0676,-47.9074,154.752,166.1142,-47.9338,162.233,166.0427,-48.0196,160.817
166.1015,-47.9898,164.824,166.0427,-48.0196,160.817,166.1142,-47.9338,162.233,166.1598,-47.9597,168.774,166.0892,-48.0460,167.474
166.1471,-48.0156,171.063,166.0892,-48.0460,167.474,166.1598,-47.9597,168.774,166.2046,-47.9851,174.618,166.1349,-48.0718,173.386
166.1919,-48.0409,176.658,166.1349,-48.0718,173.386,166.2046,-47.9851,174.618,166.2486,-48.0099,179.909,166.1796,-48.0970,178.717
166.2359,-48.0658,181.735,166.1796,-48.0970,178.717,166.2486,-48.0099,179.909,166.2917,-48.0343,184.741,166.2236,-48.1218,183.572
166.2790,-48.0901,186.380,166.2236,-48.1218,183.572,166.2917,-48.0343,184.741,166.3340,-48.0582,189.183,166.2667,-48.1461,188.025
166.3213,-48.1140,190.657,166.2667,-48.1461,188.025,166.3340,-48.0582,189.183,166.3756,-48.0816,193.288,166.3090,-48.1700,192.132
166.3629,-48.1374,194.614,166.3090,-48.1700,192.132,166.3756,-48.0816,193.288,166.4165,-48.1047,197.097,166.3506,-48.1934,195.939
166.4038,-48.1604,198.291,166.3506,-48.1934,195.939,166.4165,-48.1047,197.097,166.4566,-48.1273,200.646,166.3915,-48.2164,199.480
166.4440,-48.1830,201.719,166.3915,-48.2164,199.480,166.4566,-48.1273,200.646,166.4961,-48.1495,203.961,166.4316,-48.2389,202.787
166.4835,-48.2052,204.925,166.4316,-48.2389,202.787,166.4961,-48.1495,203.961,166.5350,-48.1714,207.068,166.4712,-48.2611,205.883
166.5224,-48.2271,207.933,166.4712,-48.2611,205.883,166.5350,-48.1714,207.068,166.5732,-48.1929,209.987,166.5101,-48.2830,208.791
166.5606,-48.2486,210.760,166.5101,-48.2830,208.791,166.5732,-48.1929,209.987,166.6109,-48.2140,212.736,166.5484,-48.3045,211.527
166.5983,-48.2697,213.425,166.5484,-48.3045,211.527,166.6109,-48.2140,212.736,166.6479,-48.2348,215.328,166.5861,-48.3256,214.108
166.6354,-48.2906,215.941,166.5861,-48.3256,214.108,166.6479,-48.2348,215.328,166.6845,-48.2554,217.779,166.6232,-48.3464,216.548
166.6720,-48.3111,218.321,166.6232,-48.3464,216.548,166.6845,-48.2554,217.779,166.7205,-48.2755,220.099,166.6599,-48.3669,218.857
166.7081,-48.3313,220.576,166.6599,-48.3669,218.857,166.7205,-48.2755,220.099,166.7560,-48.2954,222.299,166.6959,-48.3871,221.048
166.7436,-48.3512,222.716,166.6959,-48.3871,221.048,166.7560,-48.2954,222.299,166.7910,-48.3151,224.388,166.7315,-48.4070,223.128
166.7787,-48.3708,224.749,166.7315,-48.4070,223.128,166.7910,-48.3151,224.388,166.8255,-48.3344,226.375,166.7666,-48.4267,225.106
166.8133,-48.3901,226.684,166.7666,-48.4267,225.106,166.8255,-48.3344,226.375,166.8596,-48.3535,228.266,166.8013,-48.4460,226.990
166.8474,-48.4092,228.527,166.8013,-48.4460,226.990,166.8596,-48.3535,228.266,166.8932,-48.3723,230.068,166.8355,-48.4651,228.785
166.8811,-48.4280,230.285,166.8355,-48.4651,228.785,166.8932,-48.3723,230.068,166.9264,-48.3909,231.787,166.8692,-48.4839,230.499
166.9144,-48.4466,231.963,166.8692,-48.4839,230.499,166.9264,-48.3909,231.787,166.9592,-48.4092,233.429,166.9026,-48.5025,232.137
166.9472,-48.4650,233.567,166.9026,-48.5025,232.137,166.9592,-48.4092,233.429,166.9916,-48.4273,234.998,166.9355,-48.5209,233.702
166.9797,-48.4831,235.100,166.9355,-48.5209,233.702,166.9916,-48.4273,234.998,167.0236,-48.4451,236.500,166.9680,-48.5390,235.201
167.0117,-48.5010,236.568,166.9680,-48.5390,235.201,167.0236,-48.4451,236.500,167.0552,-48.4628,237.937,167.0001,-48.5569,236.636
167.0434,-48.5186,237.975,167.0001,-48.5569,236.636,167.0552,-48.4628,237.937,167.0865,-48.4802,239.314,167.0319,-48.5746,238.012
167.0747,-48.5361,239.323,167.0319,-48.5746,238.012,167.0865,-48.4802,239.314,167.1174,-48.4975,240.634,167.0633,-48.5921,239.332
167.1057,-48.5534,240.617,167.0633,-48.5921,239.332,167.1174,-48.4975,240.634,167.1479,-48.5145,241.901,167.0943,-48.6094,240.599
164.8435,-47.1159,22.260,164.7448,-47.1230,21.046,164.8380,-47.0478,21.864,164.9387,-47.1076,23.465,164.8526,-47.1851,22.666
164.9426,-47.1751,24.106,164.8526,-47.1851,22.666,164.9387,-47.1076,23.465,165.0326,-47.1651,25.692,164.9466,-47.2426,24.604
165.0348,-47.2318,26.625,164.9466,-47.2426,24.604,165.0326,-47.1651,25.692,165.1237,-47.2210,28.774,165.0363,-47.2983,27.429
165.1240,-47.2867,30.050,165.0363,-47.2983,27.429,165.1237,-47.2210,28.774,165.2128,-47.2755,32.747,165.1232,-47.3521,31.248
165.2111,-47.3400,34.396,165.1232,-47.3521,31.248,165.2128,-47.2755,32.747,165.3000,-47.3283,37.537,165.2083,-47.4042,36.052
165.2960,-47.3914,39.579,165.2083,-47.4042,36.052,165.3000,-47.3283,37.537,165.3843,-47.3790,43.018,165.2914,-47.4543,41.708
165.3779,-47.4407,45.461,165.2914,-47.4543,41.708,165.3843,-47.3790,43.018,165.4646,-47.4274,49.093,165.3715,-47.5022,48.026
165.4560,-47.4875,51.930,165.3715,-47.5022,48.026,165.4646,-47.4274,49.093,165.5400,-47.4728,55.727,165.4479,-47.5477,54.873
165.5296,-47.5316,58.941,165.4479,-47.5477,54.873,165.5400,-47.4728,55.727,165.6103,-47.5152,62.954,165.5202,-47.5906,62.209
165.5986,-47.5728,66.492,165.5202,-47.5906,62.209,165.6103,-47.5152,62.954,165.6758,-47.5544,70.798,165.5881,-47.6309,70.007
165.6631,-47.6111,74.570,165.5881,-47.6309,70.007,165.6758,-47.5544,70.798,165.7367,-47.5906,79.200,165.6518,-47.6685,78.274
165.7234,-47.6467,83.134,165.6518,-47.6685,78.274,165.7367,-47.5906,79.200,165.7935,-47.6240,88.098,165.7114,-47.7036,86.965
165.7798,-47.6797,92.130,165.7114,-47.7036,86.965,165.7935,-47.6240,88.098,165.8466,-47.6551,97.407,165.7675,-47.7363,96.048
165.8331,-47.7107,101.528,165.7675,-47.7363,96.048,165.8466,-47.6551,97.407,165.8975,-47.6843,107.150,165.8207,-47.7670,105.505
165.8844,-47.7401,111.276,165.8207,-47.7670,105.505,165.8975,-47.6843,107.150,165.9473,-47.7127,117.148,165.8721,-47.7964,115.300
165.9345,-47.7687,121.230,165.8721,-47.7964,115.300,165.9473,-47.7127,117.148,165.9962,-47.7405,127.228,165.9224,-47.8250,125.246
165.9837,-47.7966,131.295,165.9224,-47.8250,125.246,165.9962,-47.7405,127.228,166.0445,-47.7679,137.397,165.9716,-47.8530,135.309
166.0320,-47.8241,141.442,165.9716,-47.8530,135.309,166.0445,-47.7679,137.397,166.0920,-47.7949,147.608,166.0200,-47.8805,145.456
166.0796,-47.8510,151.087,166.0200,-47.8805,145.456,166.0920,-47.7949,147.608,166.1387,-47.8214,156.533,166.0676,-47.9074,154.752
166.1262,-47.8775,159.332,166.0676,-47.9074,154.752,166.1387,-47.8214,156.533,166.1845,-47.8474,163.809,166.1142,-47.9338,162.233
166.1720,-47.9035,166.263,166.1142,-47.9338,162.233,166.1845,-47.8474,163.809,166.2295,-47.8729,170.237,166.1598,-47.9597,168.774
166.2169,-47.9289,172.409,166.1598,-47.9597,168.774,166.2295,-47.8729,170.237,166.2735,-47.8979,176.008,166.2046,-47.9851,174.618
166.2609,-47.9538,177.946,166.2046,-47.9851,174.618,166.2735,-47.8979,176.008,166.3168,-47.9223,181.248,166.2486,-48.0099,179.909
166.3040,-47.9782,182.986,166.2486,-48.0099,179.909,166.3168,-47.9223,181.248,166.3592,-47.9464,186.045,166.2917,-48.0343,184.741
166.3464,-48.0022,187.608,166.2917,-48.0343,184.741,166.3592,-47.9464,186.045,166.4008,-47.9699,190.463,166.3340,-48.0582,189.183
166.3881,-48.0257,191.872,166.3340,-48.0582,189.183,166.4008,-47.9699,190.463,166.4418,-47.9930,194.553,166.3756,-48.0816,193.288
166.4290,-48.0488,195.823,166.3756,-48.0816,193.288,166.4418,-47.9930,194.553,166.4820,-48.0157,198.354,166.4165,-48.1047,197.097
166.4691,-48.0714,199.499,166.4165,-48.1047,197.097,166.4820,-48.0157,198.354,166.5215,-48.0380,201.898,166.4566,-48.1273,200.646
166.5087,-48.0937,202.930,166.4566,-48.1273,200.646,166.5215,-48.0380,201.898,166.5604,-48.0600,205.213,166.4961,-48.1495,203.961
166.5475,-48.1156,206.141,166.4961,-48.1495,203.961,166.5604,-48.0600,205.213,166.5986,-48.0815,208.322,166.5350,-48.1714,207.068
166.5858,-48.1371,209.155,166.5350,-48.1714,207.068,166.5986,-48.0815,208.322,166.6363,-48.1027,211.244,166.5732,-48.1929,209.987
166.6234,-48.1583,211.991,166.5732,-48.1929,209.987,166.6363,-48.1027,211.244,166.6734,-48.1236,213.997,166.6109,-48.2140,212.736
166.6605,-48.1791,214.664,166.6109,-48.2140,212.736,166.6734,-48.1236,213.997,166.7099,-48.1441,216.594,166.6479,-48.2348,215.328
166.6970,-48.1997,217.188,166.6479,-48.2348,215.328,166.7099,-48.1441,216.594,166.7458,-48.1644,219.050,166.6845,-48.2554,217.779
166.7330,-48.2199,219.576,166.6845,-48.2554,217.779,166.7458,-48.1644,219.050,166.7813,-48.1843,221.375,166.7205,-48.2755,220.099
166.7685,-48.2398,221.839,166.7205,-48.2755,220.099,166.7813,-48.1843,221.375,166.8162,-48.2039,223.581,166.7560,-48.2954,222.299
166.8035,-48.2594,223.986,166.7560,-48.2954,222.299,166.8162,-48.2039,223.581,166.8507,-48.2233,225.674,166.7910,-48.3151,224.388
166.8380,-48.2788,226.026,166.7910,-48.3151,224.388,166.8507,-48.2233,225.674,166.8847,-48.2423,227.665,166.8255,-48.3344,226.375
166.8720,-48.2978,227.966,166.8255,-48.3344,226.375,166.8847,-48.2423,227.665,166.9183,-48.2611,229.560,166.8596,-48.3535,228.266
166.9056,-48.3167,229.814,166.8596,-48.3535,228.266,166.9183,-48.2611,229.560,166.9514,-48.2797,231.365,166.8932,-48.3723,230.068
166.9388,-48.3352,231.577,166.8932,-48.3723,230.068,166.9514,-48.2797,231.365,166.9841,-48.2980,233.086,166.9264,-48.3909,231.787
166.9715,-48.3535,233.258,166.9264,-48.3909,231.787,166.9841,-48.2980,233.086,167.0164,-48.3161,234.730,166.9592,-48.4092,233.429
167.0039,-48.3716,234.865,166.9592,-48.4092,233.429,167.0164,-48.3161,234.730,167.0483,-48.3340,236.301,166.9916,-48.4273,234.998
167.0358,-48.3895,236.400,166.9916,-48.4273,234.998,167.0483,-48.3340,236.301,167.0798,-48.3516,237.803,167.0236,-48.4451,236.500
167.0674,-48.4071,237.870,167.0236,-48.4451,236.500,167.0798,-48.3516,237.803,167.1110,-48.3690,239.240,167.0552,-48.4628,237.937
167.0986,-48.4246,239.277,167.0552,-48.4628,237.937,167.1110,-48.3690,239.240,167.1418,-48.3862,240.616,167.0865,-48.4802,239.314
167.1294,-48.4418,240.625,167.0865,-48.4802,239.314,167.1418,-48.3862,240.616,167.1722,-48.4032,241.935,167.1174,-48.4975,240.634
167.1599,-48.4588,241.918,167.1174,-48.4975,240.634,167.1722,-48.4032,241.935,167.2023,-48.4200,243.200,167.1479,-48.5145,241.901
164.9324,-47.0393,23.065,164.8380,-47.0478,21.864,164.9276,-46.9715,22.582,165.0252,-47.0304,24.348,164.9387,-47.1076,23.465
165.0291,-47.0977,25.084,164.9387,-47.1076,23.465,165.0252,-47.0304,24.348,165.1198,-47.0879,26.832,165.0326,-47.1651,25.692
165.1222,-47.1546,27.849,165.0326,-47.1651,25.692,165.1198,-47.0879,26.832,165.2126,-47.1443,30.098,165.1237,-47.2210,28.774
165.2133,-47.2100,31.437,165.1237,-47.2210,28.774,165.2126,-47.1443,30.098,165.3039,-47.1994,34.127,165.2128,-47.2755,32.747
165.3024,-47.2640,35.809,165.2128,-47.2755,32.747,165.3039,-47.1994,34.127,165.3927,-47.2529,38.825,165.3000,-47.3283,37.537
165.3886,-47.3161,40.870,165.3000,-47.3283,37.537,165.3927,-47.2529,38.825,165.4774,-47.3041,44.101,165.3843,-47.3790,43.018
165.4707,-47.3657,46.542,165.3843,-47.3790,43.018,165.4774,-47.3041,44.101,165.5565,-47.3524,49.955,165.4646,-47.4274,49.093
165.5478,-47.4125,52.814,165.4646,-47.4274,49.093,165.5565,-47.3524,49.955,165.6299,-47.3973,56.480,165.5400,-47.4728,55.727
165.6195,-47.4560,59.726,165.5400,-47.4728,55.727,165.6299,-47.3973,56.480,165.6978,-47.4386,63.745,165.6103,-47.5152,62.954
165.6861,-47.4962,67.311,165.6103,-47.5152,62.954,165.6978,-47.4386,63.745,165.7606,-47.4765,71.746,165.6758,-47.5544,70.798
165.7480,-47.5332,75.529,165.6758,-47.5544,70.798,165.7606,-47.4765,71.746,165.8188,-47.5111,80.370,165.7367,-47.5906,79.200
165.8054,-47.5672,84.290,165.7367,-47.5906,79.200,165.8188,-47.5111,80.370,165.8727,-47.5429,89.492,165.7935,-47.6240,88.098
165.8591,-47.5986,93.509,165.7935,-47.6240,88.098,165.8727,-47.5429,89.492,165.9234,-47.5724,99.041,165.8466,-47.6551,97.407
165.9100,-47.6281,103.156,165.8466,-47.6551,97.407,165.9234,-47.5724,99.041,165.9723,-47.6004,109.025,165.8975,-47.6843,107.150
165.9595,-47.6563,113.125,165.8975,-47.6843,107.150,165.9723,-47.6004,109.025,166.0207,-47.6279,119.178,165.9473,-47.7127,117.148
166.0082,-47.6840,123.231,165.9473,-47.7127,117.148,166.0207,-47.6279,119.178,166.0686,-47.6551,129.370,165.9962,-47.7405,127.228
166.0563,-47.7114,133.401,165.9962,-47.7405,127.228,166.0686,-47.6551,129.370,166.1160,-47.6820,139.608,166.0445,-47.7679,137.397
166.1038,-47.7383,143.617,166.0445,-47.7679,137.397,166.1160,-47.6820,139.608,166.1628,-47.7086,149.854,166.0920,-47.7949,147.608
166.1506,-47.7649,153.090,166.0920,-47.7949,147.608,166.1628,-47.7086,149.854,166.2088,-47.7348,158.365,166.1387,-47.8214,156.533
166.1965,-47.7910,161.048,166.1387,-47.8214,156.533,166.2088,-47.7348,158.365,166.2539,-47.7604,165.486,166.1845,-47.8474,163.809
166.2415,-47.8166,167.836,166.1845,-47.8474,163.809,166.2539,-47.7604,165.486,166.2982,-47.7856,171.811,166.2295,-47.8729,170.237
166.2857,-47.8416,173.891,166.2295,-47.8729,170.237,166.2982,-47.7856,171.811,166.3416,-47.8102,177.509,166.2735,-47.8979,176.008
166.3290,-47.8662,179.365,166.2735,-47.8979,176.008,166.3416,-47.8102,177.509,166.3842,-47.8344,182.696,166.3168,-47.9223,181.248
166.3715,-47.8903,184.360,166.3168,-47.9223,181.248,166.3842,-47.8344,182.696,166.4260,-47.8581,187.453,166.3592,-47.9464,186.045
166.4133,-47.9139,188.951,166.3592,-47.9464,186.045,166.4260,-47.8581,187.453,166.4671,-47.8814,191.843,166.4008,-47.9699,190.463
166.4543,-47.9371,193.193,166.4008,-47.9699,190.463,166.4671,-47.8814,191.843,166.5074,-47.9042,195.912,166.4418,-47.9930,194.553
166.4946,-47.9599,197.129,166.4418,-47.9930,194.553,166.5074,-47.9042,195.912,166.5471,-47.9266,199.697,166.4820,-48.0157,198.354
166.5342,-47.9823,200.795,166.4820,-48.0157,198.354,166.5471,-47.9266,199.697,166.5861,-47.9486,203.231,166.5215,-48.0380,201.898
166.5731,-48.0042,204.220,166.5215,-48.0380,201.898,166.5861,-47.9486,203.231,166.6244,-47.9703,206.539,166.5604,-48.0600,205.213
166.6114,-48.0258,207.429,166.5604,-48.0600,205.213,166.6244,-47.9703,206.539,166.6621,-47.9916,209.643,166.5986,-48.0815,208.322
166.6491,-48.0471,210.443,166.5986,-48.0815,208.322,166.6621,-47.9916,209.643,166.6992,-48.0125,212.562,166.6363,-48.1027,211.244
166.6862,-48.0680,213.279,166.6363,-48.1027,211.244,166.6992,-48.0125,212.562,166.7358,-48.0331,215.313,166.6734,-48.1236,213.997
166.7227,-48.0886,215.954,166.6734,-48.1236,213.997,166.7358,-48.0331,215.313,166.7718,-48.0534,217.911,166.7099,-48.1441,216.594
166.7587,-48.1088,218.480,166.7099,-48.1441,216.594,166.7718,-48.0534,217.911,166.8072,-48.0734,220.367,166.7458,-48.1644,219.050
166.7941,-48.1288,220.871,166.7458,-48.1644,219.050,166.8072,-48.0734,220.367,166.8422,-48.0931,222.692,166.7813,-48.1843,221.375
166.8291,-48.1484,223.137,166.7813,-48.1843,221.375,166.8422,-48.0931,222.692,166.8767,-48.1125,224.898,166.8162,-48.2039,223.581
166.8636,-48.1678,225.286,166.8162,-48.2039,223.581,166.8767,-48.1125,224.898,166.9107,-48.1316,226.993,166.8507,-48.2233,225.674
166.8976,-48.1869,227.329,166.8507,-48.2233,225.674,166.9107,-48.1316,226.993,166.9442,-48.1504,228.984,166.8847,-48.2423,227.665
166.9311,-48.2057,229.272,166.8847,-48.2423,227.665,166.9442,-48.1504,228.984,166.9773,-48.1690,230.879,166.9183,-48.2611,229.560
166.9642,-48.2243,231.122,166.9183,-48.2611,229.560,166.9773,-48.1690,230.879,167.0100,-48.1873,232.684,166.9514,-48.2797,231.365
166.9969,-48.2426,232.885,166.9514,-48.2797,231.365,167.0100,-48.1873,232.684,167.0422,-48.2054,234.405,166.9841,-48.2980,233.086
167.0292,-48.2607,234.568,166.9841,-48.2980,233.086,167.0422,-48.2054,234.405,167.0741,-48.2233,236.048,167.0164,-48.3161,234.730
167.0611,-48.2786,236.174,167.0164,-48.3161,234.730,167.0741,-48.2233,236.048,167.1055,-48.2409,237.617,167.0483,-48.3340,236.301
167.0926,-48.2962,237.710,167.0483,-48.3340,236.301,167.1055,-48.2409,237.617,167.1366,-48.2584,239.118,167.0798,-48.3516,237.803
167.1237,-48.3136,239.178,167.0798,-48.3516,237.803,167.1366,-48.2584,239.118,167.1673,-48.2756,240.553,167.1110,-48.3690,239.240
167.1544,-48.3309,240.584,167.1110,-48.3690,239.240,167.1673,-48.2756,240.553,167.1977,-48.2926,241.926,167.1418,-48.3862,240.616
167.1848,-48.3479,241.930,167.1418,-48.3862,240.616,167.1977,-48.2926,241.926,167.2277,-48.3094,243.242,167.1722,-48.4032,241.935
167.2149,-48.3647,243.220,167.1722,-48.4032,241.935,167.2277,-48.3094,243.242,167.2574,-48.3260,244.504,167.2023,-48.4200,243.200
164.9193,-46.9024,22.043,164.8222,-46.9100,20.571,164.9129,-46.8340,21.739,165.0145,-46.8943,23.279,164.9276,-46.9715,22.582
165.0198,-46.9623,23.875,164.9276,-46.9715,22.582,165.0145,-46.8943,23.279,165.1118,-46.9531,25.293,165.0252,-47.0304,24.348
165.1161,-47.0206,26.119,165.0252,-47.0304,24.348,165.1118,-46.9531,25.293,165.2077,-47.0109,28.005,165.1198,-47.0879,26.832
165.2106,-47.0777,29.085,165.1198,-47.0879,26.832,165.2077,-47.0109,28.005,165.3023,-47.0678,31.404,165.2126,-47.1443,30.098
165.3035,-47.1338,32.765,165.2126,-47.1443,30.098,165.3023,-47.0678,31.404,165.3952,-47.1235,35.429,165.3039,-47.1994,34.127
165.3941,-47.1883,37.096,165.3039,-47.1994,34.127,165.3952,-47.1235,35.429,165.4848,-47.1774,40.001,165.3927,-47.2529,38.825
165.4809,-47.2408,42.009,165.3927,-47.2529,38.825,165.4848,-47.1774,40.001,165.5687,-47.2286,45.107,165.4774,-47.3041,44.101
165.5621,-47.2904,47.502,165.4774,-47.3041,44.101,165.5687,-47.2286,45.107,165.6459,-47.2764,50.845,165.5565,-47.3524,49.955
165.6373,-47.3366,53.667,165.5565,-47.3524,49.955,165.6459,-47.2764,50.845,165.7169,-47.3204,57.390,165.6299,-47.3973,56.480
165.7067,-47.3792,60.609,165.6299,-47.3973,56.480,165.7169,-47.3204,57.390,165.7824,-47.3606,64.819,165.6978,-47.4386,63.745
165.7709,-47.4182,68.337,165.6978,-47.4386,63.745,165.7824,-47.3606,64.819,165.8427,-47.3970,73.039,165.7606,-47.4765,71.746
165.8301,-47.4537,76.761,165.7606,-47.4765,71.746,165.8427,-47.3970,73.039,165.8984,-47.4302,81.890,165.8188,-47.5111,80.370
165.8849,-47.4862,85.743,165.8188,-47.5111,80.370,165.8984,-47.4302,81.890,165.9499,-47.4605,91.218,165.8727,-47.5429,89.492
165.9361,-47.5161,95.185,165.8727,-47.5429,89.492,165.9499,-47.4605,91.218,165.9986,-47.4887,100.988,165.9234,-47.5724,99.041
165.9851,-47.5443,105.047,165.9234,-47.5724,99.041,165.9986,-47.4887,100.988,166.0461,-47.5158,111.134,165.9723,-47.6004,109.025
166.0331,-47.5717,115.182,165.9723,-47.6004,109.025,166.0461,-47.5158,111.134,166.0933,-47.5426,121.389,166.0207,-47.6279,119.178
166.0807,-47.5987,125.400,166.0207,-47.6279,119.178,166.0933,-47.5426,121.389,166.1402,-47.5693,131.661,166.0686,-47.6551,129.370
166.1279,-47.6256,135.648,166.0686,-47.6551,129.370,166.1402,-47.5693,131.661,166.1869,-47.5958,141.952,166.1160,-47.6820,139.608
166.1747,-47.6521,145.891,166.1160,-47.6820,139.608,166.1869,-47.5958,141.952,166.2330,-47.6221,152.149,166.1628,-47.7086,149.854
166.2207,-47.6783,155.164,166.1628,-47.7086,149.854,166.2330,-47.6221,152.149,166.2783,-47.6479,160.288,166.2088,-47.7348,158.365
166.2659,-47.7041,162.855,166.2088,-47.7348,158.365,166.2783,-47.6479,160.288,166.3228,-47.6732,167.281,166.2539,-47.7604,165.486
166.3103,-47.7293,169.523,166.2539,-47.7604,165.486,166.3228,-47.6732,167.281,166.3665,-47.6980,173.513,166.2982,-47.7856,171.811
166.3539,-47.7541,175.493,166.2982,-47.7856,171.811,166.3665,-47.6980,173.513,166.4093,-47.7224,179.141,166.3416,-47.8102,177.509
166.3966,-47.7783,180.905,166.3416,-47.8102,177.509,166.4093,-47.7224,179.141,166.4514,-47.7463,184.274,166.3842,-47.8344,182.696
166.4386,-47.8021,185.853,166.3842,-47.8344,182.696,166.4514,-47.7463,184.274,166.4927,-47.7697,188.990,166.4260,-47.8581,187.453
166.4797,-47.8255,190.408,166.4260,-47.8581,187.453,166.4927,-47.7697,188.990,166.5332,-47.7927,193.347,166.4671,-47.8814,191.843
166.5202,-47.8484,194.623,166.4671,-47.8814,191.843,166.5332,-47.7927,193.347,166.5730,-47.8153,197.389,166.5074,-47.9042,195.912
166.5599,-47.8709,198.538,166.5074,-47.9042,195.912,166.5730,-47.8153,197.389,166.6122,-47.8375,201.154,166.5471,-47.9266,199.697
166.5990,-47.8930,202.188,166.5471,-47.9266,199.697,166.6122,-47.8375,201.154,166.6507,-47.8593,204.671,166.5861,-47.9486,203.231
166.6374,-47.9147,205.602,166.5861,-47.9486,203.231,166.6507,-47.8593,204.671,166.6885,-47.8807,207.966,166.6244,-47.9703,206.539
166.6752,-47.9361,208.801,166.6244,-47.9703,206.539,166.6885,-47.8807,207.966,166.7258,-47.9017,211.059,166.6621,-47.9916,209.643
166.7124,-47.9571,211.808,166.6621,-47.9916,209.643,166.7258,-47.9017,211.059,166.7624,-47.9225,213.970,166.6992,-48.0125,212.562
166.7490,-47.9777,214.640,166.6992,-48.0125,212.562,166.7624,-47.9225,213.970,166.7985,-47.9428,216.714,166.7358,-48.0331,215.313
166.7850,-47.9981,217.311,166.7358,-48.0331,215.313,166.7985,-47.9428,216.714,166.8340,-47.9629,219.305,166.7718,-48.0534,217.911
166.8205,-48.0181,219.835,166.7718,-48.0534,217.911,166.8340,-47.9629,219.305,166.8691,-47.9827,221.756,166.8072,-48.0734,220.367
166.8555,-48.0378,222.223,166.8072,-48.0734,220.367,166.8691,-47.9827,221.756,166.9036,-48.0021,224.078,166.8422,-48.0931,222.692
166.8900,-48.0572,224.487,166.8422,-48.0931,222.692,166.9036,-48.0021,224.078,166.9376,-48.0213,226.279,166.8767,-48.1125,224.898
166.9240,-48.0764,226.635,166.8767,-48.1125,224.898,166.9376,-48.0213,226.279,166.9712,-48.0402,228.370,166.9107,-48.1316,226.993
166.9576,-48.0953,228.676,166.9107,-48.1316,226.993,166.9712,-48.0402,228.370,167.0043,-48.0588,230.358,166.9442,-48.1504,228.984
166.9907,-48.1139,230.617,166.9442,-48.1504,228.984,167.0043,-48.0588,230.358,167.0369,-48.0772,232.249,166.9773,-48.1690,230.879
167.0233,-48.1322,232.465,166.9773,-48.1690,230.879,167.0369,-48.0772,232.249,167.0692,-48.0954,234.050,167.0100,-48.1873,232.684
167.0556,-48.1504,234.227,167.0100,-48.1873,232.684,167.0692,-48.0954,234.050,167.1010,-48.1133,235.768,167.0422,-48.2054,234.405
167.0874,-48.1682,235.907,167.0422,-48.2054,234.405,167.1010,-48.1133,235.768,167.1325,-48.1309,237.406,167.0741,-48.2233,236.048
167.1189,-48.1859,237.511,167.0741,-48.2233,236.048,167.1325,-48.1309,237.406,167.1635,-48.1484,238.971,167.1055,-48.2409,237.617
167.1500,-48.2033,239.043,167.1055,-48.2409,237.617,167.1635,-48.1484,238.971,167.1942,-48.1656,240.466,167.1366,-48.2584,239.118
167.1807,-48.2205,240.508,167.1366,-48.2584,239.118,167.1942,-48.1656,240.466,167.2246,-48.1826,241.896,167.1673,-48.2756,240.553
167.2110,-48.2376,241.910,167.1673,-48.2756,240.553,167.2246,-48.1826,241.896,167.2545,-48.1995,243.265,167.1977,-48.2926,241.926
167.2410,-48.2544,243.252,167.1977,-48.2926,241.926,167.2545,-48.1995,243.265,167.2842,-48.2161,244.575,167.2277,-48.3094,243.242
167.2707,-48.2710,244.538,167.2277,-48.3094,243.242,167.2842,-48.2161,244.575,167.3135,-48.2325,245.830,167.2574,-48.3260,244.504
165.0075,-46.8257,22.862,164.9129,-46.8340,21.739,165.0017,-46.7575,22.403,165.1010,-46.8170,24.027,165.0145,-46.8943,23.279
165.1065,-46.8850,24.722,165.0145,-46.8943,23.279,165.1010,-46.8170,24.027,165.1986,-46.8758,26.289,165.1118,-46.9531,25.293
