lon, lat, dep
167.4905,-45.1915
167.4941,-45.1878
167.4977,-45.1841
167.5012,-45.1804
167.5048,-45.1767
167.5235,-45.1587
167.5349,-45.1481
167.5429,-45.1412
167.5511,-45.1344
167.5712,-45.1174
167.5752,-45.1139
167.5919,-45.1006
167.6008,-45.0942
167.6096,-45.0878
167.6282,-45.0756
167.6519,-45.0607
167.6669,-45.0522
167.6815,-45.0434
167.6918,-45.0379
167.7078,-45.0300
167.7295,-45.0196
167.7512,-45.0093
167.7570,-45.0069
167.7629,-45.0046
167.7688,-45.0024
167.7811,-44.9980
167.7927,-44.9933
167.8048,-44.9889
167.8224,-44.9819
167.8347,-44.9776
167.8469,-44.9733
167.8591,-44.9689
167.8712,-44.9645
167.8834,-44.9601
167.8956,-44.9558
167.9133,-44.9489
167.9375,-44.9401
167.9433,-44.9377
167.9490,-44.9353
167.9548,-44.9330
167.9794,-44.9244
167.9850,-44.9219
167.9906,-44.9194
167.9962,-44.9169
168.0197,-44.9078
168.0375,-44.9009
168.0498,-44.8967
168.0621,-44.8923
168.0744,-44.8881
168.0918,-44.8811
168.1109,-44.8750
168.1296,-44.8688
168.1549,-44.8606
168.1798,-44.8523
168.1865,-44.8504
168.1931,-44.8486
168.1998,-44.8467
168.2064,-44.8449
168.2310,-44.8364
168.2376,-44.8345
168.2442,-44.8326
168.2508,-44.8307
168.2573,-44.8288
168.2638,-44.8269
168.2704,-44.8250
168.2769,-44.8231
168.3046,-44.8164
168.3110,-44.8145
168.3174,-44.8125
168.3239,-44.8105
168.3512,-44.8037
168.3576,-44.8017
168.3848,-44.7947
168.4055,-44.7897
168.4261,-44.7846
168.4466,-44.7794
168.4669,-44.7741
168.4810,-44.7710
168.4950,-44.7677
168.5090,-44.7645
168.5229,-44.7612
168.5368,-44.7579
168.5506,-44.7546
168.5721,-44.7500
168.5933,-44.7453
168.6144,-44.7405
168.6430,-44.7345
168.6640,-44.7296
168.6715,-44.7283
168.6999,-44.7221
168.7209,-44.7173
168.7284,-44.7160
168.7360,-44.7147
168.7570,-44.7099
168.7645,-44.7086
168.7930,-44.7025
168.8006,-44.7012
168.8081,-44.6999
168.8365,-44.6938
168.8441,-44.6925
168.8726,-44.6864
168.8802,-44.6851
168.9011,-44.6803
168.9086,-44.6790
168.9161,-44.6777
168.9236,-44.6764
168.9518,-44.6701
168.9593,-44.6688
168.9667,-44.6675
168.9742,-44.6661
168.9816,-44.6648
169.0021,-44.6597
169.0095,-44.6583
169.0169,-44.6570
169.0243,-44.6556
169.0317,-44.6543
169.0391,-44.6529
169.0464,-44.6515
169.0538,-44.6501
169.0611,-44.6487
169.0899,-44.6428
169.0970,-44.6413
169.1041,-44.6398
169.1112,-44.6382
169.1182,-44.6367
169.1252,-44.6351
169.1322,-44.6335
169.1392,-44.6319
169.1461,-44.6303
169.1686,-44.6263
169.1754,-44.6247
169.1823,-44.6230
169.2044,-44.6189
169.2112,-44.6172
169.2248,-44.6138
169.2471,-44.6098
169.2540,-44.6081
169.2609,-44.6065
169.2677,-44.6048
169.2746,-44.6032
169.3038,-44.5975
169.3106,-44.5958
169.3174,-44.5941
169.3243,-44.5925
169.3311,-44.5908
169.3379,-44.5891
169.3599,-44.5849
169.3666,-44.5832
169.3733,-44.5814
169.3801,-44.5797
169.4020,-44.5755
169.4088,-44.5738
169.4156,-44.5721
169.4223,-44.5703
169.4290,-44.5686
169.4358,-44.5669
169.4577,-44.5627
169.4645,-44.5610
169.4712,-44.5593
169.4780,-44.5575
169.4848,-44.5558
169.4916,-44.5541
169.4984,-44.5524
169.5052,-44.5508
169.5120,-44.5491
169.5189,-44.5474
169.5258,-44.5458
169.5208,-44.5428
169.5191,-44.5418
169.5141,-44.5388
169.5124,-44.5378
169.5074,-44.5348
169.5057,-44.5338
169.5007,-44.5308
169.4973,-44.5287
169.4956,-44.5277
169.4906,-44.5247
169.4889,-44.5237
169.4872,-44.5227
169.4855,-44.5217
169.4838,-44.5207
169.4787,-44.5176
169.4754,-44.5156
169.4737,-44.5146
169.4720,-44.5136
169.4669,-44.5105
169.4652,-44.5095
169.4635,-44.5085
169.4618,-44.5075
169.4567,-44.5044
169.4550,-44.5034
169.4533,-44.5024
169.4498,-44.5003
169.4481,-44.4993
169.4464,-44.4983
169.4413,-44.4952
169.4396,-44.4942
169.4379,-44.4932
169.4344,-44.4911
169.4293,-44.4880
169.4241,-44.4849
169.4224,-44.4839
169.4207,-44.4829
169.4172,-44.4808
169.4155,-44.4798
169.4120,-44.4777
169.4086,-44.4756
169.4034,-44.4725
169.3982,-44.4694
169.3947,-44.4673
169.3912,-44.4652
169.3895,-44.4642
169.3860,-44.4621
169.3825,-44.4600
169.3790,-44.4579
169.3755,-44.4558
169.3720,-44.4537
169.3685,-44.4516
169.3650,-44.4495
169.3614,-44.4474
169.3579,-44.4453
169.3544,-44.4432
169.3526,-44.4421
169.3491,-44.4400
169.3456,-44.4379
169.3402,-44.4347
169.3367,-44.4326
169.3349,-44.4315
169.3314,-44.4294
169.3296,-44.4283
169.3243,-44.4251
169.3189,-44.4219
169.3135,-44.4187
169.3100,-44.4166
169.3082,-44.4155
169.3064,-44.4144
169.3010,-44.4112
169.2992,-44.4101
169.2938,-44.4069
169.2920,-44.4058
169.2902,-44.4047
169.2848,-44.4015
169.2830,-44.4004
169.2812,-44.3993
169.2794,-44.3982
169.2775,-44.3971
169.2721,-44.3939
169.2703,-44.3928
169.2685,-44.3917
169.2667,-44.3906
169.2630,-44.3884
169.2612,-44.3873
169.2594,-44.3862
169.2521,-44.3819
169.2484,-44.3797
169.2466,-44.3786
169.2429,-44.3764
169.2411,-44.3753
169.2374,-44.3731
169.2356,-44.3720
169.2319,-44.3698
169.2263,-44.3664
169.2245,-44.3653
169.2227,-44.3642
169.2190,-44.3620
169.2153,-44.3598
169.2097,-44.3564
169.2060,-44.3542
169.1985,-44.3497
169.1967,-44.3486
169.1892,-44.3441
169.1817,-44.3396
169.1742,-44.3351
169.1685,-44.3317
169.1628,-44.3283
169.1572,-44.3249
169.1515,-44.3215
169.1477,-44.3192
169.1439,-44.3169
169.1420,-44.3158
169.1381,-44.3135
169.1343,-44.3112
169.1305,-44.3089
169.1267,-44.3066
169.1228,-44.3043
169.1190,-44.3020
169.1170,-44.3008
169.1132,-44.2985
169.1093,-44.2962
169.1055,-44.2939
169.1035,-44.2927
169.0997,-44.2904
169.0977,-44.2892
169.0919,-44.2857
169.0880,-44.2834
169.0860,-44.2822
169.0802,-44.2787
169.0782,-44.2775
169.0724,-44.2740
169.0704,-44.2728
169.0684,-44.2716
169.0606,-44.2669
169.0586,-44.2657
169.0566,-44.2645
169.0527,-44.2622
169.0507,-44.2610
169.0487,-44.2598
169.0467,-44.2586
169.0447,-44.2574
169.0408,-44.2550
169.0388,-44.2538
169.0368,-44.2526
169.0348,-44.2514
169.0328,-44.2502
169.0308,-44.2490
169.0288,-44.2478
169.0268,-44.2466
169.0248,-44.2454
169.0228,-44.2442
169.0208,-44.2430
169.0188,-44.2418
169.0168,-44.2406
169.0148,-44.2394
169.0067,-44.2345
169.0047,-44.2333
169.0027,-44.2321
168.9946,-44.2272
168.9905,-44.2248
168.9864,-44.2223
168.9844,-44.2211
168.9783,-44.2174
168.9721,-44.2137
168.9701,-44.2125
168.9659,-44.2100
168.9639,-44.2088
168.9598,-44.2063
168.9556,-44.2038
168.9515,-44.2013
168.9453,-44.1976
168.9390,-44.1938
168.9349,-44.1913
