lon,lat,dep,rate
166.5455,-46.5816,90.206,0.0003329865
166.5957,-46.6110,100.063,0.0003329865
166.6442,-46.6391,110.136,0.0003329865
166.6919,-46.6667,120.281,0.0003329865
166.7390,-46.6939,130.458,0.0003329865
166.7853,-46.7206,140.684,0.0003329865
165.6822,-45.9346,14.494,0.0003329865
165.7853,-45.9952,17.169,0.0003329865
165.8808,-46.0532,20.080,0.0003329865
165.9708,-46.1085,23.861,0.0003329865
166.0581,-46.1617,28.761,0.0003329865
166.1427,-46.2127,34.622,0.0003329865
166.2235,-46.2612,41.210,0.0003329865
166.2999,-46.3070,48.416,0.0003329865
166.3713,-46.3499,56.217,0.0003329865
166.4379,-46.3897,64.578,0.0003329865
166.4997,-46.4265,73.424,0.0003329865
166.5573,-46.4606,82.660,0.0003329865
166.6112,-46.4923,92.204,0.0003329865
166.6622,-46.5221,102.014,0.0003329865
166.7113,-46.5507,112.007,0.0003329865
166.7593,-46.5785,122.083,0.0003329865
166.8062,-46.6057,132.219,0.0003329865
166.8522,-46.6324,142.428,0.0003329865
165.7745,-45.8594,13.553,0.0003329865
165.8781,-45.9204,15.947,0.0003329865
165.9702,-45.9775,18.538,0.0003329865
166.0541,-46.0307,22.346,0.0003329865
166.1361,-46.0812,27.774,0.0003329865
166.2161,-46.1294,34.372,0.0003329865
166.2933,-46.1754,41.646,0.0003329865
166.3669,-46.2192,49.374,0.0003329865
166.4365,-46.2607,57.519,0.0003329865
166.5019,-46.2996,66.083,0.0003329865
166.5634,-46.3361,75.032,0.0003329865
166.6212,-46.3702,84.304,0.0003329865
166.6758,-46.4023,93.835,0.0003329865
166.7277,-46.4327,103.574,0.0003329865
166.7774,-46.4618,113.476,0.0003329865
166.8254,-46.4897,123.497,0.0003329865
166.8720,-46.5168,133.614,0.0003329865
166.9174,-46.5432,143.828,0.0003329865
165.8710,-45.7862,12.585,0.0003329865
165.9746,-45.8475,14.442,0.0003329865
166.0613,-45.9030,16.611,0.0003329865
166.1385,-45.9536,20.575,0.0003329865
166.2154,-46.0014,26.664,0.0003329865
166.2908,-46.0466,33.999,0.0003329865
166.3639,-46.0899,41.891,0.0003329865
166.4344,-46.1316,50.077,0.0003329865
166.5018,-46.1715,58.534,0.0003329865
166.5658,-46.2095,67.300,0.0003329865
166.6265,-46.2454,76.371,0.0003329865
166.6844,-46.2794,85.702,0.0003329865
